userid,browse_count,browse_countAvgMon,browse_meanAvgMon
11879,333,111.0,121.0
11881,32,32.0,126.0
11884,120,40.0,112.0
11886,171,171.0,102.0
11887,410,137.0,117.0
11888,108,108.0,111.0
11892,112,112.0,100.0
11894,126,126.0,111.0
11895,120,120.0,114.0
11898,108,108.0,111.0
11899,90,90.0,122.0
11900,242,242.0,102.0
11902,16,16.0,87.0
11904,96,96.0,111.0
11907,84,84.0,111.0
11909,216,108.0,111.0
11910,168,84.0,120.0
11912,153,153.0,95.0
11913,40,40.0,118.0
11915,230,230.0,116.0
11916,270,270.0,117.0
11919,112,112.0,100.0
11921,182,182.0,111.0
11923,20,20.0,122.0
11925,288,144.0,121.0
11926,96,96.0,111.0
11927,12,12.0,111.0
11928,42,42.0,124.0
11929,32,32.0,110.0
11933,112,112.0,99.0
11934,308,154.0,111.0
11935,240,120.0,109.0
11936,320,160.0,108.0
11937,105,105.0,107.0
11939,96,96.0,111.0
11943,13,13.0,112.0
11946,780,390.0,105.0
11949,468,234.0,118.0
11954,378,378.0,133.0
11955,144,144.0,111.0
11962,128,128.0,114.0
11963,260,260.0,98.0
11964,154,154.0,112.0
11965,112,112.0,111.0
11967,140,140.0,111.0
11970,192,96.0,111.0
11975,126,126.0,99.0
11979,224,112.0,110.0
11981,444,63.0,110.0
11988,135,135.0,85.0
11992,126,63.0,114.0
11993,140,140.0,100.0
11994,144,144.0,121.0
11999,154,154.0,120.0
12002,120,120.0,114.0
12005,80,40.0,102.0
12007,799,200.0,113.0
12008,190,190.0,121.0
12009,360,180.0,104.0
12010,720,144.0,114.0
12011,90,90.0,102.0
12012,324,108.0,110.0
12014,170,85.0,115.0
12015,140,140.0,111.0
12016,294,147.0,120.0
12017,294,98.0,115.0
12018,90,90.0,114.0
12019,30,15.0,95.0
12020,38,38.0,121.0
12021,540,180.0,106.0
12022,96,96.0,111.0
12023,192,96.0,111.0
12024,324,108.0,124.0
12025,39,20.0,119.0
12026,435,218.0,112.0
12028,756,151.0,122.0
12029,32,32.0,126.0
12031,276,138.0,105.0
12033,182,91.0,111.0
12034,322,107.0,114.0
12036,234,234.0,118.0
12037,132,66.0,117.0
12040,378,126.0,99.0
12041,192,192.0,111.0
12046,702,100.0,107.0
12048,126,126.0,106.0
12049,96,96.0,111.0
12050,144,72.0,119.0
12051,378,126.0,99.0
12052,945,189.0,114.0
12053,60,20.0,110.0
12054,160,160.0,120.0
12055,84,84.0,99.0
12057,84,84.0,111.0
12058,90,45.0,114.0
12060,36,36.0,105.0
12062,384,96.0,117.0
12068,232,116.0,125.0
12069,380,190.0,102.0
12071,112,112.0,120.0
12072,150,150.0,114.0
12073,10,10.0,102.0
12075,12,12.0,111.0
12076,84,84.0,94.0
12077,630,158.0,116.0
12078,96,96.0,104.0
12081,306,61.0,109.0
12083,133,133.0,123.0
12086,405,135.0,103.0
12087,801,100.0,106.0
12088,120,120.0,111.0
12090,675,96.0,111.0
12092,22,22.0,98.0
12094,1026,114.0,114.0
12095,486,122.0,112.0
12096,126,126.0,115.0
12097,144,72.0,119.0
12098,192,64.0,112.0
12099,176,176.0,121.0
12100,126,126.0,96.0
12101,98,98.0,111.0
12102,154,154.0,111.0
12103,232,116.0,112.0
12105,162,81.0,113.0
12108,180,180.0,102.0
12110,15,15.0,118.0
12113,192,96.0,111.0
12116,12,12.0,111.0
12117,378,126.0,110.0
12119,32,32.0,91.0
12122,352,176.0,95.0
12125,80,80.0,102.0
12126,144,144.0,121.0
12127,133,66.0,115.0
12128,304,152.0,119.0
12131,414,138.0,116.0
12136,22,22.0,102.0
12137,18,18.0,122.0
12138,144,144.0,122.0
12139,192,96.0,111.0
12140,70,70.0,82.0
12141,644,107.0,106.0
12142,144,144.0,119.0
12144,84,84.0,100.0
12145,96,24.0,111.0
12146,752,150.0,112.0
12147,910,130.0,124.0
12148,105,21.0,119.0
12149,270,135.0,109.0
12150,112,112.0,99.0
12151,190,63.0,115.0
12153,290,145.0,125.0
12155,450,225.0,117.0
12156,224,112.0,116.0
12159,162,162.0,93.0
12160,136,136.0,113.0
12161,378,126.0,113.0
12162,414,207.0,104.0
12163,520,173.0,119.0
12165,264,132.0,111.0
12166,115,58.0,128.0
12167,128,128.0,91.0
12168,32,32.0,98.0
12169,120,120.0,111.0
12171,240,80.0,110.0
12172,710,237.0,114.0
12173,840,210.0,106.0
12174,198,198.0,116.0
12175,350,117.0,102.0
12176,81,81.0,137.0
12177,256,64.0,115.0
12178,200,200.0,112.0
12180,46,15.0,123.0
12181,186,93.0,119.0
12183,210,105.0,109.0
12184,98,98.0,99.0
12185,84,84.0,111.0
12187,280,140.0,104.0
12188,78,78.0,122.0
12189,128,128.0,124.0
12191,165,82.0,110.0
12193,76,25.0,108.0
12194,153,153.0,114.0
12195,171,86.0,123.0
12196,210,52.0,124.0
12197,108,108.0,111.0
12198,207,104.0,92.0
12199,350,117.0,110.0
12200,546,273.0,112.0
12201,160,80.0,113.0
12202,140,140.0,100.0
12203,120,120.0,111.0
12204,120,120.0,111.0
12205,219,55.0,120.0
12206,140,140.0,114.0
12207,120,120.0,111.0
12210,152,152.0,124.0
12212,126,126.0,99.0
12213,204,204.0,102.0
12214,736,147.0,117.0
12215,300,150.0,122.0
12216,168,168.0,111.0
12218,296,148.0,120.0
12219,20,10.0,102.0
12222,297,148.0,115.0
12223,264,132.0,109.0
12224,192,192.0,111.0
12230,119,119.0,107.0
12231,270,135.0,118.0
12232,21,21.0,88.0
12233,126,126.0,108.0
12237,98,98.0,99.0
12242,108,108.0,111.0
12246,248,124.0,103.0
12248,418,139.0,106.0
12249,112,112.0,111.0
12251,147,74.0,109.0
12252,248,124.0,102.0
12253,312,156.0,111.0
12254,90,30.0,118.0
12256,144,144.0,114.0
12259,180,180.0,111.0
12261,140,70.0,99.0
12262,126,126.0,100.0
12265,135,135.0,114.0
12267,198,198.0,117.0
12268,80,80.0,102.0
12272,28,28.0,94.0
12274,12,12.0,111.0
12276,72,72.0,111.0
12278,96,96.0,111.0
12279,112,112.0,118.0
12280,120,120.0,115.0
12283,378,126.0,99.0
12290,364,182.0,100.0
12292,225,225.0,118.0
12294,2560,183.0,124.0
12296,120,120.0,111.0
12297,250,83.0,103.0
12299,140,140.0,99.0
12301,297,148.0,115.0
12303,12,12.0,111.0
12304,126,126.0,100.0
12305,1170,146.0,112.0
12309,264,132.0,113.0
12311,180,180.0,109.0
12312,342,86.0,110.0
12313,1494,249.0,108.0
12316,342,171.0,104.0
12318,108,108.0,111.0
12321,140,140.0,99.0
12325,2904,581.0,112.0
12326,170,170.0,107.0
12327,130,130.0,121.0
12328,108,108.0,111.0
12331,341,170.0,117.0
12334,312,312.0,109.0
12335,126,126.0,112.0
12337,216,108.0,111.0
12339,160,160.0,111.0
12340,504,168.0,120.0
12341,354,118.0,105.0
12347,160,160.0,121.0
12348,112,112.0,100.0
12351,920,115.0,116.0
12352,28,28.0,126.0
12356,342,171.0,107.0
12357,96,96.0,111.0
12358,306,153.0,115.0
12359,96,96.0,111.0
12360,35,12.0,107.0
12362,336,112.0,111.0
12363,12,12.0,111.0
12364,180,180.0,113.0
12365,32,32.0,119.0
12366,70,70.0,102.0
12367,160,160.0,107.0
12368,624,156.0,99.0
12369,140,140.0,100.0
12371,576,288.0,104.0
12372,1104,138.0,116.0
12373,288,144.0,109.0
12375,324,108.0,111.0
12379,160,160.0,101.0
12380,312,156.0,111.0
12382,28,28.0,99.0
12385,220,220.0,101.0
12386,32,16.0,118.0
12390,22,22.0,110.0
12391,204,102.0,110.0
12393,216,108.0,111.0
12394,25,12.0,115.0
12396,126,126.0,118.0
12397,84,84.0,111.0
12398,70,70.0,100.0
12403,96,96.0,111.0
12404,369,123.0,112.0
12406,408,136.0,108.0
12408,504,126.0,103.0
12409,120,120.0,111.0
12411,40,40.0,105.0
12413,168,168.0,99.0
12414,41,14.0,116.0
12415,264,132.0,111.0
12416,531,133.0,118.0
12418,132,66.0,116.0
12419,162,162.0,115.0
12420,216,216.0,106.0
12421,306,153.0,114.0
12422,259,130.0,120.0
12423,140,140.0,100.0
12424,744,149.0,115.0
12425,32,32.0,126.0
12426,1720,246.0,105.0
12427,253,126.0,108.0
12428,72,72.0,111.0
12430,320,160.0,116.0
12434,84,84.0,111.0
12435,7,7.0,20.0
12438,168,168.0,111.0
12440,1568,314.0,114.0
12441,1144,286.0,111.0
12445,192,96.0,111.0
12446,567,142.0,122.0
12447,112,112.0,111.0
12448,144,144.0,105.0
12450,14,14.0,111.0
12453,84,28.0,99.0
12454,60,60.0,102.0
12455,42,14.0,100.0
12457,261,130.0,109.0
12458,378,189.0,111.0
12459,416,416.0,117.0
12460,154,154.0,99.0
12461,24,12.0,127.0
12462,128,64.0,118.0
12463,112,112.0,111.0
12464,120,120.0,99.0
12465,128,128.0,91.0
12468,280,140.0,105.0
12472,24,24.0,66.0
12475,854,214.0,109.0
12479,152,152.0,94.0
12481,208,104.0,105.0
12483,336,112.0,111.0
12484,180,90.0,117.0
12485,112,112.0,91.0
12489,328,82.0,111.0
12491,360,120.0,115.0
12492,280,140.0,122.0
12495,300,150.0,114.0
12497,144,144.0,91.0
12498,72,72.0,111.0
12499,180,90.0,102.0
12501,360,120.0,102.0
12503,99,99.0,106.0
12504,280,93.0,102.0
12505,595,149.0,118.0
12507,680,227.0,119.0
12508,320,107.0,125.0
12509,126,126.0,111.0
12511,663,166.0,115.0
12512,2688,244.0,106.0
12513,208,104.0,110.0
12514,160,80.0,102.0
12515,256,128.0,116.0
12516,440,147.0,98.0
12518,360,180.0,114.0
12519,24,12.0,111.0
12520,576,115.0,102.0
12521,196,98.0,100.0
12522,36,18.0,105.0
12523,96,48.0,111.0
12524,112,112.0,100.0
12525,312,104.0,114.0
12526,120,120.0,111.0
12527,1350,150.0,123.0
12528,108,108.0,111.0
12529,112,112.0,91.0
12530,144,144.0,110.0
12531,16,16.0,110.0
12533,670,168.0,115.0
12534,90,90.0,93.0
12537,42,42.0,101.0
12538,658,110.0,118.0
12539,805,101.0,120.0
12540,162,162.0,104.0
12541,140,70.0,110.0
12542,112,112.0,120.0
12543,294,147.0,102.0
12544,126,126.0,99.0
12545,34,11.0,108.0
12546,162,81.0,109.0
12547,98,98.0,99.0
12548,30,30.0,102.0
12549,432,144.0,111.0
12550,160,80.0,119.0
12551,528,132.0,111.0
12552,15,15.0,110.0
12553,390,98.0,116.0
12554,32,32.0,126.0
12555,80,40.0,104.0
12556,120,120.0,114.0
12557,153,153.0,118.0
12558,240,120.0,120.0
12559,12,12.0,111.0
12561,286,143.0,98.0
12562,180,180.0,114.0
12563,30,30.0,143.0
12564,28,14.0,122.0
12565,72,72.0,110.0
12566,84,84.0,127.0
12567,300,100.0,112.0
12569,513,128.0,109.0
12570,234,117.0,115.0
12571,132,132.0,111.0
12572,246,82.0,101.0
12573,432,144.0,124.0
12574,126,126.0,111.0
12576,56,56.0,88.0
12577,96,96.0,111.0
12578,108,108.0,111.0
12579,176,176.0,123.0
12580,220,110.0,96.0
12581,108,108.0,111.0
12582,324,162.0,112.0
12584,72,18.0,112.0
12587,171,86.0,89.0
12590,49,12.0,119.0
12591,112,112.0,100.0
12592,18,18.0,93.0
12597,108,108.0,111.0
12598,234,117.0,112.0
12600,24,24.0,111.0
12601,329,110.0,120.0
12603,279,140.0,115.0
12605,360,180.0,106.0
12607,96,96.0,104.0
12608,144,144.0,110.0
12615,160,53.0,117.0
12616,216,108.0,111.0
12619,12,12.0,111.0
12622,144,48.0,116.0
12623,112,112.0,120.0
12624,224,112.0,91.0
12625,144,144.0,90.0
12626,300,150.0,109.0
12629,143,143.0,90.0
12631,135,135.0,114.0
12637,108,108.0,111.0
12638,153,153.0,107.0
12639,288,144.0,110.0
12641,168,168.0,111.0
12643,84,84.0,131.0
12649,48,48.0,121.0
12650,189,189.0,103.0
12652,324,162.0,110.0
12653,117,117.0,100.0
12657,435,218.0,118.0
12658,50,50.0,119.0
12660,360,180.0,105.0
12661,162,162.0,120.0
12664,217,108.0,116.0
12666,40,40.0,126.0
12669,360,180.0,111.0
12673,133,44.0,115.0
12675,255,51.0,111.0
12676,198,99.0,128.0
12677,240,80.0,111.0
12678,700,700.0,99.0
12682,108,108.0,111.0
12683,494,247.0,98.0
12684,112,112.0,99.0
12687,96,96.0,111.0
12688,660,165.0,117.0
12690,91,91.0,102.0
12691,28,28.0,126.0
12693,378,126.0,113.0
12698,1200,300.0,123.0
12699,240,120.0,111.0
12702,320,160.0,110.0
12703,36,36.0,126.0
12705,160,160.0,101.0
12707,84,84.0,111.0
12708,31,16.0,117.0
12710,312,156.0,118.0
12717,210,210.0,99.0
12718,126,126.0,99.0
12719,602,120.0,106.0
12721,28,28.0,111.0
12722,153,153.0,106.0
12724,84,84.0,111.0
12725,152,152.0,93.0
12726,567,284.0,97.0
12727,216,108.0,104.0
12728,306,153.0,101.0
12729,312,156.0,112.0
12733,135,135.0,114.0
12734,207,207.0,104.0
12735,189,189.0,106.0
12736,378,126.0,110.0
12737,105,105.0,118.0
12740,714,119.0,112.0
12741,84,84.0,111.0
12742,72,72.0,111.0
12744,144,144.0,91.0
12746,21,21.0,110.0
12747,84,84.0,111.0
12748,14,14.0,110.0
12749,580,193.0,121.0
12750,216,216.0,124.0
12751,360,120.0,111.0
12752,170,170.0,106.0
12753,728,146.0,106.0
12754,1210,202.0,114.0
12755,160,160.0,112.0
12756,150,150.0,114.0
12759,54,27.0,118.0
12760,368,123.0,114.0
12761,1071,178.0,111.0
12764,98,98.0,111.0
12765,648,216.0,110.0
12766,315,158.0,100.0
12767,108,108.0,111.0
12769,160,160.0,109.0
12770,126,126.0,99.0
12771,208,69.0,104.0
12772,350,175.0,122.0
12774,1224,153.0,113.0
12776,320,160.0,114.0
12777,144,144.0,102.0
12778,216,108.0,111.0
12779,140,140.0,99.0
12780,252,126.0,97.0
12781,16,8.0,104.0
12782,280,140.0,100.0
12783,50,25.0,109.0
12784,300,150.0,109.0
12786,120,120.0,111.0
12787,280,140.0,107.0
12789,98,98.0,99.0
12790,180,180.0,118.0
12791,133,66.0,101.0
12794,24,24.0,110.0
12795,132,132.0,111.0
12796,120,60.0,110.0
12797,305,51.0,114.0
12798,160,160.0,114.0
12799,144,144.0,111.0
12800,416,139.0,120.0
12801,420,140.0,114.0
12802,144,144.0,91.0
12806,160,160.0,110.0
12807,148,74.0,110.0
12810,288,144.0,97.0
12811,459,92.0,118.0
12812,232,116.0,116.0
12813,1729,432.0,118.0
12814,105,105.0,126.0
12815,133,133.0,122.0
12816,1540,171.0,113.0
12817,468,94.0,116.0
12818,477,159.0,125.0
12820,80,80.0,102.0
12822,618,124.0,109.0
12824,280,140.0,100.0
12826,560,140.0,120.0
12829,126,126.0,100.0
12830,32,32.0,126.0
12834,387,194.0,116.0
12836,60,60.0,111.0
12837,40,40.0,100.0
12838,440,110.0,111.0
12839,112,112.0,112.0
12843,261,130.0,108.0
12844,132,132.0,111.0
12845,209,209.0,106.0
12846,760,152.0,124.0
12847,182,182.0,100.0
12848,480,160.0,109.0
12849,144,144.0,118.0
12850,28,28.0,126.0
12851,198,99.0,110.0
12853,36,12.0,111.0
12854,180,180.0,113.0
12855,726,182.0,111.0
12856,270,90.0,120.0
12857,473,158.0,104.0
12859,340,340.0,126.0
12860,350,117.0,117.0
12861,60,60.0,100.0
12862,216,72.0,104.0
12863,427,107.0,111.0
12865,455,91.0,122.0
12866,30,15.0,114.0
12867,25,8.0,102.0
12868,224,112.0,111.0
12869,63,63.0,111.0
12870,96,48.0,111.0
12871,450,225.0,104.0
12872,801,160.0,112.0
12873,190,190.0,102.0
12875,36,36.0,146.0
12876,126,126.0,120.0
12877,427,85.0,109.0
12879,36,36.0,126.0
12880,42,14.0,115.0
12882,120,120.0,111.0
12883,15,15.0,115.0
12885,168,84.0,111.0
12886,450,225.0,102.0
12887,152,76.0,91.0
12888,245,122.0,108.0
12889,756,151.0,114.0
12891,96,96.0,111.0
12893,495,124.0,108.0
12895,216,108.0,124.0
12896,186,93.0,108.0
12898,224,112.0,117.0
12899,468,156.0,115.0
12902,76,38.0,100.0
12903,14,14.0,99.0
12904,128,128.0,110.0
12905,60,30.0,129.0
12906,132,132.0,120.0
12908,333,166.0,100.0
12911,144,48.0,110.0
12912,14,14.0,110.0
12913,204,102.0,122.0
12914,96,96.0,111.0
12915,140,140.0,99.0
12917,126,126.0,99.0
12918,144,144.0,121.0
12919,136,136.0,117.0
12922,32,32.0,104.0
12923,17,17.0,100.0
12926,105,105.0,106.0
12927,42,42.0,100.0
12928,160,80.0,107.0
12929,160,160.0,114.0
12930,324,108.0,105.0
12933,98,98.0,120.0
12934,108,108.0,111.0
12937,280,140.0,99.0
12938,416,208.0,114.0
12943,240,120.0,111.0
12944,154,77.0,106.0
12949,162,162.0,106.0
12953,22,22.0,108.0
12956,28,28.0,100.0
12959,126,126.0,120.0
12960,12,12.0,111.0
12962,44,44.0,132.0
12963,15,15.0,118.0
12964,184,92.0,118.0
12967,140,140.0,99.0
12968,568,142.0,123.0
12971,38,19.0,94.0
12974,243,243.0,99.0
12980,112,112.0,100.0
12981,108,108.0,111.0
12982,126,126.0,111.0
12984,216,108.0,111.0
12985,128,128.0,103.0
12986,84,84.0,111.0
12990,150,150.0,114.0
12992,96,96.0,91.0
12993,432,216.0,106.0
12995,792,158.0,102.0
13001,475,238.0,108.0
13002,240,240.0,125.0
13004,182,182.0,99.0
13006,24,24.0,111.0
13011,72,24.0,109.0
13015,216,108.0,117.0
13017,140,140.0,113.0
13022,280,140.0,111.0
13026,203,102.0,113.0
13028,126,126.0,120.0
13031,414,138.0,103.0
13035,238,119.0,115.0
13040,96,96.0,111.0
13043,210,210.0,96.0
13046,132,132.0,111.0
13048,126,126.0,100.0
13049,100,100.0,102.0
13050,210,210.0,121.0
13053,24,24.0,126.0
13054,196,98.0,112.0
13055,342,171.0,124.0
13058,217,108.0,105.0
13062,880,176.0,127.0
13063,180,180.0,119.0
13065,96,96.0,111.0
13067,464,155.0,96.0
13068,126,126.0,111.0
13070,60,60.0,114.0
13071,336,168.0,99.0
13072,1068,356.0,107.0
13073,96,96.0,111.0
13074,935,187.0,122.0
13080,368,184.0,93.0
13081,182,91.0,112.0
13087,176,59.0,116.0
13088,112,112.0,99.0
13089,120,120.0,102.0
13091,280,140.0,109.0
13093,168,168.0,99.0
13094,112,112.0,110.0
13099,432,216.0,100.0
13100,90,90.0,102.0
13102,231,77.0,103.0
13105,414,138.0,117.0
13107,136,68.0,110.0
13108,24,24.0,111.0
13110,120,120.0,124.0
13111,66,66.0,100.0
13112,729,182.0,116.0
13117,684,171.0,124.0
13118,144,144.0,102.0
13119,15,15.0,111.0
13120,288,144.0,111.0
13121,98,98.0,111.0
13122,288,72.0,111.0
13124,120,120.0,111.0
13125,200,100.0,128.0
13126,290,145.0,108.0
13128,56,28.0,100.0
13130,186,93.0,117.0
13132,168,168.0,117.0
13133,900,300.0,121.0
13134,108,108.0,111.0
13135,140,140.0,111.0
13136,77,77.0,114.0
13138,324,162.0,119.0
13140,133,133.0,119.0
13141,297,148.0,117.0
13142,44,44.0,126.0
13144,234,117.0,102.0
13145,32,32.0,91.0
13146,552,138.0,117.0
13147,112,112.0,100.0
13149,96,96.0,114.0
13150,1044,104.0,119.0
13151,324,324.0,108.0
13152,126,126.0,101.0
13153,306,153.0,112.0
13155,128,128.0,121.0
13156,2090,110.0,86.0
13157,680,170.0,119.0
13158,184,184.0,111.0
13160,144,144.0,119.0
13162,216,108.0,111.0
13163,858,214.0,113.0
13164,154,77.0,110.0
13165,1188,132.0,121.0
13168,624,69.0,107.0
13169,216,54.0,83.0
13171,126,126.0,120.0
13172,120,120.0,111.0
13173,272,136.0,117.0
13175,187,187.0,104.0
13177,2280,285.0,110.0
13178,42,42.0,95.0
13179,280,93.0,112.0
13180,270,135.0,116.0
13181,351,88.0,111.0
13182,310,155.0,95.0
13183,594,594.0,103.0
13184,27,14.0,112.0
13185,40,40.0,137.0
13186,300,150.0,111.0
13187,826,165.0,102.0
13188,140,70.0,110.0
13192,154,154.0,99.0
13193,252,252.0,97.0
13194,455,114.0,114.0
13195,248,124.0,95.0
13196,18,18.0,110.0
13197,168,84.0,106.0
13198,120,120.0,109.0
13199,93,46.0,109.0
13200,522,87.0,104.0
13201,324,81.0,98.0
13202,18,18.0,110.0
13204,140,70.0,110.0
13205,36,36.0,128.0
13206,42,42.0,88.0
13207,217,108.0,110.0
13209,72,36.0,111.0
13212,84,84.0,111.0
13213,280,140.0,111.0
13216,56,56.0,144.0
13217,30,30.0,111.0
13220,312,156.0,110.0
13221,275,275.0,108.0
13223,48,24.0,111.0
13224,99,99.0,128.0
13225,160,160.0,110.0
13227,132,132.0,111.0
13228,912,152.0,123.0
13229,234,78.0,102.0
13231,315,105.0,106.0
13232,220,220.0,110.0
13233,378,126.0,107.0
13234,432,144.0,121.0
13235,17,17.0,116.0
13236,154,77.0,106.0
13237,336,112.0,115.0
13238,252,84.0,114.0
13240,54,54.0,122.0
13241,320,160.0,101.0
13242,135,135.0,114.0
13243,128,128.0,114.0
13244,504,126.0,117.0
13245,112,112.0,101.0
13246,168,84.0,107.0
13247,160,160.0,117.0
13251,90,30.0,111.0
13252,84,84.0,111.0
13253,516,129.0,111.0
13254,96,96.0,111.0
13255,132,44.0,114.0
13256,279,140.0,102.0
13258,175,175.0,120.0
13259,1296,185.0,114.0
13261,108,108.0,117.0
13263,12,12.0,111.0
13264,16,16.0,102.0
13267,96,96.0,111.0
13268,224,112.0,100.0
13269,308,154.0,111.0
13271,189,94.0,112.0
13273,32,32.0,112.0
13274,20,20.0,110.0
13275,192,96.0,111.0
13276,32,32.0,91.0
13277,360,120.0,117.0
13278,17,17.0,100.0
13279,238,119.0,116.0
13280,143,143.0,96.0
13286,144,144.0,121.0
13287,140,140.0,128.0
13291,27,27.0,110.0
13298,168,84.0,116.0
13303,192,96.0,111.0
13308,204,204.0,127.0
13310,234,117.0,111.0
13311,150,150.0,109.0
13312,108,108.0,111.0
13313,175,175.0,101.0
13314,180,90.0,110.0
13317,1370,171.0,108.0
13321,133,133.0,123.0
13322,440,110.0,128.0
13324,204,204.0,114.0
13330,224,112.0,101.0
13331,287,144.0,114.0
13335,88,88.0,102.0
13336,112,112.0,111.0
13338,144,144.0,121.0
13340,120,120.0,114.0
13343,84,84.0,112.0
13345,198,198.0,126.0
13348,424,141.0,122.0
13350,96,96.0,111.0
13356,153,153.0,107.0
13357,45,45.0,104.0
13358,333,166.0,122.0
13361,196,98.0,110.0
13364,210,105.0,105.0
13366,84,84.0,111.0
13367,112,112.0,99.0
13370,136,68.0,105.0
13371,880,220.0,104.0
13375,816,163.0,111.0
13376,96,96.0,111.0
13377,657,164.0,110.0
13382,27,27.0,110.0
13389,144,72.0,111.0
13390,96,96.0,111.0
13392,112,112.0,111.0
13393,207,52.0,107.0
13394,99,99.0,128.0
13395,108,108.0,111.0
13396,323,323.0,124.0
13398,100,100.0,102.0
13406,132,132.0,111.0
13408,176,176.0,123.0
13409,112,112.0,111.0
13413,270,135.0,115.0
13416,66,66.0,109.0
13421,112,112.0,111.0
13423,400,133.0,104.0
13424,96,96.0,111.0
13426,296,148.0,115.0
13427,200,200.0,113.0
13428,156,26.0,110.0
13431,133,133.0,112.0
13432,2684,268.0,116.0
13435,66,22.0,110.0
13436,160,80.0,114.0
13437,126,126.0,111.0
13440,300,150.0,118.0
13446,126,126.0,99.0
13447,72,72.0,111.0
13450,666,166.0,114.0
13451,126,126.0,99.0
13452,104,104.0,111.0
13455,36,36.0,111.0
13458,170,170.0,115.0
13459,180,180.0,118.0
13461,480,240.0,126.0
13462,208,208.0,116.0
13463,144,144.0,101.0
13464,84,84.0,111.0
13465,112,112.0,99.0
13466,430,143.0,105.0
13467,162,162.0,120.0
13468,329,110.0,102.0
13469,162,81.0,118.0
13470,300,150.0,115.0
13471,33,8.0,107.0
13473,253,126.0,109.0
13475,27,27.0,75.0
13477,216,72.0,110.0
13478,216,108.0,111.0
13480,144,144.0,115.0
13481,2784,348.0,121.0
13483,279,140.0,113.0
13484,245,122.0,118.0
13486,972,97.0,101.0
13487,189,94.0,117.0
13488,320,320.0,101.0
13489,108,108.0,111.0
13490,210,70.0,108.0
13491,714,357.0,117.0
13493,77,77.0,110.0
13494,102,102.0,115.0
13497,105,105.0,107.0
13498,320,160.0,110.0
13499,126,126.0,118.0
13500,117,58.0,106.0
13501,27,14.0,115.0
13502,35,12.0,104.0
13503,144,144.0,114.0
13509,10,10.0,102.0
13516,27,27.0,110.0
13519,144,144.0,121.0
13523,170,170.0,115.0
13525,280,70.0,102.0
13531,119,119.0,126.0
13532,144,144.0,101.0
13533,576,144.0,123.0
13537,399,200.0,101.0
13538,432,144.0,119.0
13542,170,170.0,107.0
13543,168,168.0,116.0
13544,384,192.0,111.0
13547,210,70.0,106.0
13550,112,112.0,111.0
13551,121,121.0,128.0
13553,132,132.0,111.0
13555,208,208.0,112.0
13559,380,380.0,98.0
13562,153,153.0,108.0
13564,180,180.0,122.0
13565,342,342.0,98.0
13566,240,240.0,118.0
13570,924,154.0,100.0
13573,126,126.0,118.0
13575,105,105.0,118.0
13577,198,99.0,118.0
13578,24,24.0,111.0
13585,310,103.0,109.0
13590,360,72.0,111.0
13593,216,108.0,111.0
13594,816,136.0,120.0
13600,280,93.0,115.0
13601,945,135.0,102.0
13603,242,242.0,92.0
13605,360,28.0,97.0
13606,224,112.0,119.0
13607,40,40.0,126.0
13608,28,14.0,100.0
13609,112,112.0,100.0
13611,126,126.0,111.0
13612,234,117.0,105.0
13613,330,330.0,98.0
13614,528,106.0,110.0
13615,117,117.0,121.0
13616,18,18.0,110.0
13618,836,279.0,109.0
13619,153,153.0,104.0
13621,36,12.0,110.0
13626,210,210.0,103.0
13628,44,44.0,112.0
13629,126,126.0,99.0
13634,954,136.0,105.0
13635,132,132.0,111.0
13643,700,233.0,110.0
13644,1078,270.0,103.0
13645,238,119.0,97.0
13646,350,175.0,104.0
13649,234,117.0,124.0
13650,204,204.0,113.0
13652,80,80.0,102.0
13653,22,11.0,20.0
13654,736,147.0,120.0
13655,112,112.0,111.0
13656,351,176.0,117.0
13658,48,48.0,146.0
13660,120,120.0,111.0
13662,90,90.0,123.0
13663,444,89.0,111.0
13666,238,79.0,113.0
13667,868,217.0,114.0
13668,231,116.0,118.0
13670,270,135.0,100.0
13672,168,84.0,111.0
13673,48,24.0,91.0
13674,348,174.0,113.0
13675,352,176.0,113.0
13676,272,136.0,121.0
13677,310,155.0,103.0
13678,558,140.0,118.0
13679,48,48.0,126.0
13680,48,24.0,105.0
13681,72,72.0,111.0
13682,140,140.0,111.0
13683,150,150.0,111.0
13684,282,94.0,116.0
13685,976,122.0,73.0
13686,592,118.0,112.0
13687,715,143.0,112.0
13688,152,152.0,124.0
13690,128,128.0,111.0
13691,190,190.0,119.0
13692,108,54.0,104.0
13693,432,216.0,103.0
13695,280,280.0,120.0
13699,84,84.0,111.0
13700,319,80.0,105.0
13703,132,132.0,117.0
13704,112,112.0,99.0
13705,240,120.0,124.0
13707,135,135.0,124.0
13708,630,158.0,106.0
13709,209,209.0,115.0
13712,360,180.0,108.0
13714,168,168.0,118.0
13718,32,32.0,126.0
13723,1032,344.0,117.0
13724,32,32.0,126.0
13732,140,140.0,120.0
13735,80,80.0,102.0
13740,70,70.0,102.0
13741,48,24.0,111.0
13742,228,228.0,111.0
13743,140,140.0,125.0
13749,396,132.0,124.0
13750,434,217.0,97.0
13751,1250,139.0,117.0
13752,120,120.0,114.0
13754,253,253.0,114.0
13757,192,64.0,109.0
13762,180,180.0,110.0
13763,2070,230.0,115.0
13764,221,221.0,104.0
13767,112,112.0,99.0
13773,220,110.0,118.0
13775,128,128.0,100.0
