userid,browse_data_all_count,browse_data_all_max,browse_tag_all_count,browse_tag_all_max
4142,1197,213,1197,10
4143,747,194,747,10
4144,920,194,920,10
4145,21,20,21,1
4146,770,190,770,10
4147,714,190,714,10
4148,1056,201,1056,10
4149,27,155,27,4
4150,32,173,32,7
4151,720,197,720,10
4152,540,213,540,10
4154,18,20,18,1
4155,520,189,520,10
4156,979,190,979,10
4158,1280,213,1280,10
4159,240,190,240,10
4160,816,213,816,10
4161,960,194,960,10
4162,196,190,196,10
4163,848,213,848,10
4164,108,190,108,10
4165,1677,194,1677,10
4166,3211,213,3211,10
4168,730,190,730,10
4169,540,190,540,10
4170,162,173,162,7
4171,132,173,132,7
4172,351,190,351,10
4173,392,213,392,10
4174,580,190,580,10
4175,259,213,259,10
4176,486,190,486,10
4177,165,190,165,10
4178,696,201,696,10
4179,21,118,21,1
4180,110,190,110,10
4181,588,213,588,10
4182,2420,213,2420,10
4185,2453,213,2453,10
4186,900,213,900,10
4188,152,190,152,10
4189,378,190,378,10
4190,28,173,28,1
4191,98,190,98,10
4193,385,180,385,8
4194,1040,213,1040,10
4195,484,201,484,10
4196,152,213,152,10
4197,950,213,950,10
4199,360,213,360,10
4200,84,190,84,10
4202,108,188,108,10
4204,200,190,200,10
4205,150,201,150,10
4207,376,201,376,10
4208,70,190,70,10
4209,360,201,360,10
4210,170,190,170,10
4211,756,213,756,10
4212,96,201,96,10
4213,639,201,639,10
4214,702,213,702,10
4215,276,188,276,10
4216,755,210,755,10
4218,98,201,98,10
4219,99,190,99,10
4220,208,190,208,10
4221,496,189,496,10
4222,196,201,196,10
4224,144,190,144,10
4225,135,190,135,10
4226,570,197,570,10
4227,576,213,576,10
4228,176,194,176,10
4230,296,189,296,10
4231,576,190,576,10
4232,392,201,392,10
4233,72,188,72,10
4235,78,190,78,10
4236,77,173,77,7
4237,837,201,837,10
4238,66,118,66,7
4239,336,190,336,10
4240,424,190,424,10
4241,150,200,150,10
4242,156,188,156,10
4249,162,213,162,10
4250,96,190,96,10
4251,144,213,144,10
4252,810,213,810,10
4253,1560,201,1560,10
4254,3201,213,3201,10
4255,176,191,176,7
4256,33,64,33,3
4257,930,213,930,10
4258,846,197,846,10
4259,756,201,756,10
4260,2268,201,2268,10
4261,182,190,182,10
4262,828,213,828,10
4263,948,213,948,10
4264,385,190,385,10
4265,512,213,512,10
4266,1530,190,1530,10
4267,801,194,801,10
4268,112,173,112,7
4269,1694,213,1694,10
4270,935,210,935,10
4271,18,118,18,1
4272,864,213,864,10
4273,1160,201,1160,10
4274,441,189,441,10
4276,496,197,496,10
4277,110,213,110,10
4278,27,118,27,1
4280,297,190,297,10
4281,408,190,408,10
4282,282,213,282,10
4283,384,213,384,10
4285,820,213,820,10
4286,96,173,96,7
4287,240,188,240,10
4288,480,190,480,10
4289,280,201,280,10
4291,732,190,732,10
4292,384,213,384,10
4293,561,213,561,10
4294,1000,201,1000,10
4295,24,173,24,7
4296,504,213,504,10
4297,372,190,372,10
4299,1216,208,1216,10
4300,774,213,774,10
4302,60,173,60,8
4303,126,201,126,10
4304,567,190,567,10
4305,72,190,72,10
4306,306,190,306,10
4307,504,201,504,10
4308,96,188,96,10
4309,162,190,162,10
4310,256,190,256,10
4311,344,190,344,10
4312,462,190,462,10
4313,208,190,208,10
4314,666,213,666,10
4317,616,190,616,10
4318,65,188,65,10
4320,374,190,374,10
4321,288,190,288,10
4322,264,188,264,10
4323,259,213,259,10
4324,198,190,198,10
4325,891,201,891,10
4326,144,190,144,10
4327,312,190,312,10
4329,294,173,294,7
4330,35,173,35,10
4331,448,213,448,10
4332,40,173,40,7
4333,216,190,216,10
4334,423,190,423,10
4335,189,190,189,10
4336,180,201,180,10
4337,117,173,117,7
4338,900,197,900,10
4339,112,201,112,10
4340,477,190,477,10
4341,696,213,696,10
4342,168,190,168,10
4344,768,213,768,10
4345,328,190,328,10
4346,48,173,48,4
4348,272,190,272,10
4349,304,190,304,10
4350,264,190,264,10
4351,980,201,980,10
4352,686,213,686,10
4353,540,201,540,10
4355,676,201,676,10
4357,2151,201,2151,10
4358,64,173,64,7
4359,196,201,196,10
4360,702,190,702,10
4361,160,190,160,10
4362,1512,213,1512,10
4363,174,213,174,10
4364,1035,194,1035,10
4365,36,173,36,1
4366,28,173,28,7
4367,210,188,210,10
4368,890,213,890,10
4369,1210,190,1210,10
4370,108,190,108,10
4371,513,190,513,10
4372,272,200,272,10
4374,585,201,585,10
4375,348,201,348,10
4376,304,188,304,10
4377,42,173,42,6
4378,72,173,72,7
4379,120,201,120,10
4380,112,201,112,10
4383,217,189,217,10
4384,264,213,264,10
4386,275,210,275,10
4387,832,213,832,10
4389,288,190,288,10
4390,108,201,108,10
4391,432,201,432,10
4392,126,190,126,10
4393,96,213,96,10
4394,208,190,208,10
4395,40,173,40,1
4396,558,190,558,10
4397,390,201,390,10
4398,670,213,670,10
4399,126,190,126,10
4400,261,201,261,10
4402,210,190,210,10
4403,576,201,576,10
4404,126,213,126,10
4405,8,20,8,1
4406,48,173,48,7
4407,270,213,270,10
4410,192,188,192,10
4413,1308,213,1308,10
4414,368,190,368,10
4415,330,194,330,10
4416,336,190,336,10
4417,4712,213,4712,10
4419,792,213,792,10
4420,156,190,156,10
4421,40,118,40,7
4422,560,213,560,10
4423,132,190,132,10
4424,889,201,889,10
4425,6390,213,6390,10
4426,90,190,90,10
4427,120,188,120,10
4428,144,190,144,10
4429,88,173,88,7
4432,105,190,105,10
4433,540,209,540,10
4434,240,190,240,10
4435,200,190,200,10
4436,136,190,136,10
4437,132,188,132,10
4438,627,213,627,10
4439,144,173,144,7
4440,497,213,497,10
4441,441,190,441,10
4442,261,190,261,10
4443,310,201,310,10
4444,847,213,847,10
4445,90,190,90,10
4446,32,214,32,4
4447,216,201,216,10
4448,216,190,216,10
4449,440,190,440,10
4451,582,213,582,10
4452,872,213,872,10
4453,216,173,216,7
4454,120,188,120,10
4455,504,213,504,10
4456,387,201,387,10
4457,564,213,564,10
4458,224,188,224,10
4459,140,190,140,10
4460,704,213,704,10
4461,240,190,240,10
4463,162,190,162,10
4464,320,190,320,10
4465,621,190,621,10
4469,192,190,192,10
4470,294,189,294,10
4471,192,190,192,10
4472,315,196,315,10
4473,6,20,6,1
4475,140,190,140,10
4477,91,189,91,7
4478,600,201,600,10
4479,20,118,20,1
4481,120,190,120,10
4483,189,173,189,7
4484,423,188,423,10
4485,232,201,232,10
4486,364,190,364,10
4487,144,190,144,10
4488,525,190,525,10
4489,240,213,240,10
4490,336,213,336,10
4491,132,213,132,10
4492,192,188,192,10
4493,434,213,434,10
4494,198,190,198,10
4495,266,201,266,10
4496,425,210,425,10
4498,42,173,42,6
4499,175,189,175,10
4500,504,213,504,10
4501,305,213,305,10
4503,408,213,408,10
4505,252,201,252,10
4506,357,210,357,10
4507,90,210,90,10
4508,105,190,105,10
4509,60,201,60,10
4510,330,190,330,10
4511,232,213,232,10
4512,455,201,455,10
4513,208,213,208,10
4514,108,173,108,8
4515,1476,201,1476,10
4516,72,173,72,7
4517,168,190,168,10
4518,130,190,130,10
4521,32,173,32,7
4524,189,190,189,10
4525,80,190,80,10
4526,150,213,150,10
4529,448,213,448,10
4530,84,190,84,10
4532,252,190,252,10
4538,144,189,144,10
4539,438,213,438,10
4541,27,118,27,7
4542,136,201,136,10
4543,525,213,525,10
4544,810,213,810,10
4545,836,213,836,10
4546,252,194,252,10
4547,21,173,21,7
4548,70,190,70,10
4549,104,190,104,10
4550,885,213,885,10
4552,469,213,469,10
4553,84,188,84,10
4554,2730,213,2730,10
4555,72,173,72,7
4556,160,201,160,10
4557,456,201,456,10
4558,40,118,40,7
4559,825,213,825,10
4560,310,190,310,10
4561,264,213,264,10
4562,763,213,763,10
4563,216,201,216,10
4564,180,213,180,10
4565,152,201,152,10
4566,190,213,190,10
4567,399,190,399,10
4568,369,213,369,7
4569,135,190,135,10
4570,98,190,98,10
4571,228,213,228,10
4572,418,190,418,10
4573,930,213,930,10
4574,144,201,144,10
4575,1155,213,1155,10
4576,32,173,32,7
4577,469,189,469,10
4578,369,213,369,10
4579,2067,213,2067,10
4580,720,190,720,10
4581,120,201,120,10
4582,128,173,128,7
4583,806,188,806,10
4584,308,190,308,10
4585,572,213,572,10
4587,90,188,90,10
4588,120,201,120,10
4589,204,189,204,10
4590,450,213,450,10
4591,126,190,126,10
4592,306,190,306,10
4593,595,190,595,10
4595,56,173,56,6
4596,1107,213,1107,10
4597,1188,213,1188,10
4599,49,173,49,7
4600,99,188,99,10
4601,1190,190,1190,10
4602,396,207,396,10
4603,680,213,680,10
4604,72,190,72,10
4605,104,173,104,7
4606,510,190,510,10
4607,114,188,114,10
4609,1386,190,1386,10
4610,420,188,420,10
4611,760,213,760,10
4613,400,210,400,10
4614,824,201,824,10
4615,572,213,572,10
4616,1300,190,1300,10
4617,360,189,360,10
4619,204,190,204,10
4620,297,201,297,10
4621,238,190,238,10
4622,744,213,744,10
4623,474,190,474,10
4625,98,213,98,10
4626,3824,201,3824,10
4627,468,194,468,10
4628,189,201,189,10
4629,72,173,72,7
4630,49,190,49,10
4631,665,213,665,10
4632,456,190,456,10
4633,170,188,170,10
4634,1235,213,1235,10
4635,126,190,126,10
4636,234,190,234,10
4637,285,213,285,10
4638,792,190,792,10
4639,270,190,270,10
4641,1188,213,1188,10
4643,210,201,210,10
4644,196,188,196,10
4645,96,188,96,10
4646,224,201,224,10
4647,688,201,688,10
4648,324,201,324,10
4649,14,20,14,1
4650,18,118,18,1
4651,117,201,117,10
4652,195,190,195,10
4653,217,213,217,10
4654,468,213,468,10
4655,32,173,32,1
4656,768,213,768,10
4657,102,188,102,10
4658,462,210,462,10
4660,378,189,378,10
4661,234,190,234,10
4662,288,200,288,10
4663,186,201,186,10
4664,110,190,110,10
4665,224,201,224,10
4666,730,190,730,10
4667,154,190,154,10
4668,108,190,108,10
4669,104,189,104,10
4670,264,201,264,10
4671,168,173,168,8
4674,30,118,30,7
4675,297,190,297,10
4677,44,189,44,1
4678,72,190,72,10
4679,96,173,96,7
4680,448,213,448,10
4681,176,201,176,10
4686,133,190,133,10
4687,160,190,160,10
4688,252,213,252,10
4689,120,190,120,10
4690,297,201,297,10
4692,384,190,384,10
4693,70,190,70,10
4694,800,213,800,10
4695,330,213,330,10
4696,988,213,988,10
4697,77,213,77,8
4698,2398,213,2398,10
4699,400,201,400,10
4700,240,190,240,10
4701,1085,213,1085,10
4702,889,213,889,10
4704,6450,213,6450,10
4705,1053,213,1053,10
4706,603,210,603,10
4707,13,20,13,1
4708,1896,213,1896,10
4709,120,190,120,10
4710,104,213,104,10
4711,900,213,900,10
4712,3078,200,3078,10
4714,891,210,891,10
4715,539,188,539,10
4716,120,190,120,10
4717,1856,213,1856,10
4718,666,190,666,10
4719,414,201,414,10
4720,351,213,351,10
4721,70,190,70,10
4722,869,213,869,10
4723,513,213,513,10
4724,384,190,384,10
4725,670,190,670,10
4726,1089,213,1089,10
4727,12,118,12,1
4728,1176,213,1176,10
4729,180,189,180,10
4730,216,201,216,10
4731,510,190,510,10
4732,528,188,528,10
4733,530,201,530,10
4734,315,189,315,10
4735,117,190,117,10
4736,495,213,495,10
4737,240,190,240,10
4738,630,190,630,10
4739,539,213,539,10
4740,156,190,156,10
4741,1035,203,1035,10
4742,546,201,546,10
4743,306,213,306,10
4744,99,190,99,10
4745,1008,213,1008,10
4746,374,190,374,10
4747,1602,213,1602,10
4748,630,213,630,10
4749,180,180,180,10
4750,354,201,354,10
4751,48,173,48,6
4753,238,208,238,10
4754,924,213,924,10
4755,450,189,450,10
4756,600,201,600,10
4758,90,190,90,10
4759,208,190,208,10
4760,324,190,324,10
4761,344,213,344,10
4762,448,201,448,10
4763,304,188,304,10
4765,60,173,60,7
4766,945,201,945,10
4767,136,173,136,7
4768,27,118,27,7
4769,220,190,220,10
4770,720,213,720,10
4771,1000,190,1000,10
4772,540,213,540,10
4773,36,173,36,6
4774,1712,213,1712,10
4775,960,201,960,10
4776,1035,213,1035,10
4777,936,201,936,10
4778,248,190,248,10
4779,216,190,216,10
4780,261,190,261,10
4781,370,190,370,10
4782,154,190,154,10
4783,380,190,380,10
4784,168,190,168,10
4785,414,210,414,10
4786,84,190,84,10
4787,72,190,72,10
4788,304,190,304,10
4789,217,189,217,10
4790,328,188,328,10
4791,176,213,176,10
4792,182,190,182,10
4793,330,188,330,10
4794,1350,190,1350,10
4796,182,190,182,10
4797,112,201,112,10
4798,400,190,400,10
4799,208,201,208,10
4801,204,190,204,10
4802,570,213,570,10
4803,850,190,850,10
4804,252,213,252,10
4805,72,173,72,1
4806,528,213,528,10
4807,84,190,84,10
4808,96,188,96,10
4809,432,190,432,10
4810,407,188,407,10
4811,1088,190,1088,10
4812,357,190,357,10
4813,192,190,192,10
4814,256,201,256,10
4815,190,190,190,10
4816,432,201,432,10
4817,336,190,336,10
4819,90,201,90,10
4820,246,189,246,10
4821,288,189,288,7
4822,450,213,450,10
4823,605,213,605,10
4824,495,189,495,10
4825,98,190,98,10
4826,408,190,408,10
4827,108,190,108,10
4830,488,201,488,10
4831,119,189,119,10
4833,184,200,184,10
4836,189,213,189,10
4839,1260,213,1260,10
4841,384,190,384,10
4842,1071,194,1071,10
4843,825,201,825,10
4844,424,190,424,10
4845,260,190,260,10
4847,1300,201,1300,10
4848,1620,213,1620,10
4849,320,213,320,10
4850,432,190,432,10
4851,16,20,16,1
4852,972,213,972,10
4853,7,118,7,1
4854,728,213,728,10
4855,354,213,354,10
4857,2016,213,2016,10
4858,490,209,490,10
4860,1090,201,1090,10
4861,264,188,264,10
4862,1010,190,1010,10
4863,860,213,860,10
4864,464,213,464,10
4866,462,190,462,10
4868,108,190,108,10
4869,540,190,540,10
4871,360,188,360,10
4872,588,213,588,10
4873,740,201,740,10
4874,465,213,465,10
4875,336,189,336,8
4876,1027,213,1027,10
4877,114,190,114,10
4878,343,194,343,8
4880,567,213,567,10
4882,198,190,198,10
4883,1912,210,1912,10
4884,480,190,480,10
4885,540,213,540,10
4886,1440,201,1440,10
4887,308,213,308,10
4888,350,190,350,10
4889,528,213,528,10
4890,330,190,330,10
4891,1400,213,1400,10
4892,120,190,120,10
4894,3080,213,3080,10
4895,1998,213,1998,10
4896,320,190,320,10
4897,430,213,430,10
4899,1793,213,1793,10
4901,1254,207,1254,10
4902,225,188,225,10
4903,80,190,80,10
4904,260,190,260,10
4905,161,190,161,10
4906,560,213,560,10
4907,270,188,270,10
4908,707,213,707,10
4909,636,189,636,10
4910,78,190,78,10
4911,297,208,297,10
4912,98,189,98,8
4913,580,201,580,10
4914,80,190,80,10
4915,147,190,147,10
4916,117,201,117,10
4917,650,213,650,10
4918,684,201,684,10
4919,120,189,120,10
4920,252,213,252,10
4921,486,190,486,10
4922,216,190,216,10
4923,180,190,180,10
4924,77,190,77,10
4925,105,189,105,10
4926,112,189,112,10
4927,874,190,874,10
4929,228,194,228,10
4930,370,190,370,10
4931,464,190,464,10
4932,96,190,96,10
4933,968,201,968,10
4934,297,190,297,10
4935,90,190,90,10
4936,544,210,544,10
4937,126,194,126,10
4938,320,201,320,10
4939,228,190,228,10
4940,400,188,400,10
4941,1224,197,1224,10
4942,238,201,238,10
4943,161,201,161,10
4944,315,190,315,10
4945,190,188,190,10
4946,168,213,168,10
4947,114,190,114,10
4948,222,190,222,10
4949,138,210,138,7
4950,261,201,261,10
4951,160,210,160,10
4952,1048,201,1048,10
4953,294,190,294,10
4955,128,201,128,10
4957,28,173,28,7
4958,147,213,147,10
4959,216,201,216,10
4960,324,190,324,10
4962,198,201,198,10
4963,520,213,520,10
4964,273,201,273,10
4966,342,200,342,10
4967,168,190,168,10
4968,120,201,120,10
4970,688,201,688,10
4971,140,208,140,10
4972,112,201,112,10
4974,208,190,208,10
4975,18,118,18,7
4976,301,202,301,10
4981,132,190,132,10
4982,90,190,90,10
4984,248,190,248,10
4985,680,213,680,10
4986,378,213,378,10
4987,1078,213,1078,10
4988,1240,213,1240,10
4989,2868,213,2868,10
4990,637,201,637,10
4992,450,190,450,10
4993,1377,213,1377,10
4994,888,213,888,10
4995,856,210,856,10
4996,459,201,459,10
4997,658,190,658,10
4998,192,188,192,10
4999,864,201,864,10
5000,160,201,160,10
5001,105,190,105,10
5002,184,188,184,10
5004,567,190,567,10
5005,671,213,671,10
5006,203,190,203,10
5007,150,201,150,10
5008,736,213,736,10
5009,432,201,432,10
5010,840,213,840,10
5011,664,213,664,10
5012,162,173,162,7
5013,1164,213,1164,10
5015,169,190,169,10
5016,1316,213,1316,10
5017,656,213,656,10
5018,612,213,612,10
5019,949,201,949,10
5020,592,201,592,10
5021,108,173,108,8
5022,792,213,792,10
5024,480,190,480,10
5025,266,213,266,10
5027,1314,190,1314,10
5028,210,190,210,10
5029,440,213,440,10
5030,216,190,216,10
5032,1044,213,1044,10
5033,266,201,266,10
5034,408,190,408,10
5036,2160,213,2160,10
5037,1680,213,1680,10
5038,836,208,836,10
5041,90,173,90,1
5042,1782,213,1782,10
5043,276,201,276,10
5044,333,190,333,10
5045,248,201,248,10
5046,832,213,832,10
5047,144,190,144,10
5048,405,213,405,10
5049,165,189,165,10
5051,96,190,96,10
5052,192,190,192,10
5054,1380,213,1380,10
5055,486,213,486,10
5056,608,190,608,10
5057,594,190,594,10
5058,392,213,392,10
5059,525,188,525,10
5061,32,173,32,1
5062,232,190,232,10
5063,120,201,120,10
5064,72,201,72,10
5065,416,213,416,10
5066,224,190,224,10
5067,90,190,90,10
5068,297,201,297,10
5069,14,118,14,1
5070,333,190,333,10
5071,2328,213,2328,10
5072,108,194,108,7
5073,224,188,224,10
5074,384,190,384,10
5075,483,213,483,10
5077,282,213,282,10
5078,636,213,636,10
5079,126,189,126,7
5081,36,64,36,3
5082,1232,213,1232,10
5083,372,190,372,10
5084,208,190,208,10
5085,112,190,112,10
5086,288,201,288,10
5087,342,201,342,10
5088,24,190,24,10
5089,126,190,126,10
5090,84,188,84,10
5091,36,173,36,10
5092,88,189,88,7
5095,270,190,270,10
5096,96,190,96,10
5097,261,190,261,10
5098,240,190,240,10
5099,216,190,216,10
5100,342,201,342,10
5103,162,189,162,7
5106,392,190,392,10
5108,120,173,120,8
5109,200,190,200,10
5112,96,190,96,10
5116,216,188,216,10
5118,84,190,84,10
5120,336,213,336,10
5121,368,190,368,10
5122,742,213,742,10
5123,448,190,448,10
5124,144,190,144,10
5125,108,189,108,7
5126,135,190,135,10
5127,200,191,200,10
5128,3885,213,3885,10
5129,1064,213,1064,10
5130,264,201,264,10
5131,630,201,630,10
5132,70,190,70,10
5133,126,190,126,10
5134,924,201,924,10
5135,330,200,330,10
5136,588,213,588,10
5137,336,213,336,10
5138,270,201,270,10
5139,440,190,440,10
5140,891,200,891,10
5141,848,201,848,10
5142,400,213,400,10
5143,1300,213,1300,10
5147,1120,213,1120,10
5148,1127,190,1127,10
5149,2418,190,2418,10
5150,650,190,650,10
5151,100,190,100,10
5152,1428,194,1428,10
5153,210,190,210,10
5154,390,201,390,10
5156,1575,210,1575,10
5157,666,213,666,10
5158,420,190,420,10
5159,4144,213,4144,10
5160,182,201,182,10
5161,152,213,152,10
5162,819,208,819,10
5163,464,213,464,10
5164,520,189,520,10
5165,1080,190,1080,10
5166,567,213,567,10
5167,480,190,480,10
5168,242,190,242,10
5169,231,188,231,10
5170,396,190,396,10
5171,252,173,252,10
5173,2880,213,2880,10
5174,250,213,250,10
5177,301,200,301,10
5179,2058,201,2058,10
5180,894,213,894,10
5181,238,190,238,10
5182,216,190,216,10
5183,660,213,660,10
5184,418,213,418,10
5185,143,190,143,10
5186,225,213,225,10
5187,350,190,350,10
5188,120,188,120,10
5189,182,190,182,10
5190,570,194,570,10
5192,592,189,592,10
5193,406,190,406,10
5194,1960,188,1960,10
5196,370,214,370,10
5197,288,190,288,10
5198,40,173,40,1
5199,810,200,810,10
5200,81,118,81,7
5201,112,190,112,10
5202,408,213,408,10
5203,96,190,96,10
5204,224,190,224,10
5206,636,190,636,10
5207,387,190,387,10
5208,196,190,196,10
5209,648,201,648,10
5210,78,173,78,8
5211,138,200,138,10
5212,351,190,351,10
5214,352,189,352,10
5215,264,213,264,10
5216,80,190,80,10
5218,410,188,410,10
5219,144,201,144,10
5221,216,188,216,10
5222,252,190,252,10
5223,252,200,252,10
5224,91,173,91,7
5225,279,201,279,10
5226,136,190,136,10
5227,972,201,972,10
5228,182,190,182,10
5229,208,190,208,10
5231,392,190,392,10
5232,120,190,120,10
5233,133,189,133,10
5235,450,213,450,10
5237,711,208,711,10
5238,40,173,40,7
5239,304,190,304,10
5240,320,213,320,10
5241,512,213,512,10
5242,108,190,108,10
5243,130,190,130,10
5244,308,201,308,10
5245,117,201,117,10
5246,72,190,72,10
5248,372,189,372,10
5254,108,173,108,7
5257,16,118,16,1
5259,168,213,168,10
5261,100,190,100,10
5262,144,190,144,10
5264,3920,208,3920,10
5265,2640,213,2640,10
5266,498,213,498,10
5267,560,201,560,10
5268,351,189,351,10
5269,136,189,136,10
5270,320,190,320,10
5271,1150,213,1150,10
5272,407,213,407,10
5273,451,213,451,10
5274,3030,213,3030,10
5275,2955,213,2955,10
5276,1272,213,1272,10
5277,780,201,780,10
5278,1080,190,1080,10
5279,343,201,343,10
5280,504,201,504,10
5281,1320,200,1320,10
5282,610,213,610,10
5283,168,190,168,10
5284,456,213,456,10
5285,189,188,189,10
5286,308,201,308,10
5287,154,201,154,10
5288,861,213,861,10
5289,1788,190,1788,10
5290,380,190,380,10
5295,225,201,225,10
5296,264,190,264,10
5300,308,213,308,10
5301,180,213,180,10
5302,854,201,854,10
5303,192,213,192,10
5304,208,173,208,7
5305,1370,190,1370,10
5306,450,207,450,10
5307,264,201,264,10
5308,1872,213,1872,10
5309,126,201,126,10
5310,48,173,48,7
5311,513,194,513,10
5312,360,200,360,10
5313,539,194,539,10
5315,630,213,630,10
5316,1512,213,1512,10
5318,651,213,651,10
5319,360,190,360,10
5320,1932,213,1932,10
5321,192,188,192,10
5322,546,213,546,10
5323,98,173,98,7
5324,620,213,620,10
5325,64,188,64,10
5326,416,201,416,10
5327,1323,213,1323,10
5329,750,201,750,10
5331,210,201,210,10
5333,648,213,648,10
5334,161,201,161,10
5335,24,189,24,1
5336,477,190,477,10
5337,472,201,472,10
5338,328,213,328,10
5339,306,173,306,7
5340,217,201,217,10
5342,549,213,549,10
5343,792,201,792,10
5344,385,213,385,10
5345,162,190,162,10
5346,1098,190,1098,10
5347,216,190,216,10
5348,360,190,360,10
5350,432,188,432,10
5352,496,190,496,10
5353,1320,201,1320,10
5354,470,190,470,10
5356,400,213,400,10
5357,70,190,70,10
5358,152,189,152,10
5359,900,213,900,10
5360,336,190,336,10
5362,240,201,240,10
5363,224,213,224,10
5365,1092,213,1092,10
5368,350,190,350,10
5369,162,188,162,10
5370,558,201,558,10
5371,333,210,333,10
5373,48,173,48,1
5374,108,188,108,10
5375,522,213,522,10
5376,531,190,531,10
5377,856,201,856,10
5378,306,213,306,10
5379,740,189,740,10
5381,310,213,310,10
5382,216,190,216,10
5383,84,188,84,10
5385,240,190,240,10
5386,138,194,138,10
5388,105,190,105,10
5390,108,190,108,10
5391,135,213,135,10
5392,584,201,584,10
5395,217,213,217,10
5397,224,201,224,10
5398,63,173,63,7
5399,35,173,35,7
5400,546,213,546,10
5401,472,201,472,10
5402,28,173,28,7
5404,690,201,690,10
5405,175,213,175,10
5406,243,190,243,10
5412,510,190,510,10
5414,287,201,287,10
5415,896,213,896,10
5417,1152,213,1152,10
5418,405,213,405,10
5421,872,213,872,10
5422,742,213,742,10
5423,280,189,280,10
5424,378,189,378,10
5425,1547,201,1547,10
5426,450,190,450,10
5427,192,189,192,8
5428,1166,213,1166,10
5429,2256,213,2256,10
5430,805,190,805,10
5431,660,190,660,10
5432,13,20,13,1
5433,205,213,205,10
5434,240,190,240,10
5435,684,190,684,10
5436,48,215,48,3
5437,333,190,333,10
5438,9,20,9,1
5439,1290,213,1290,10
5440,1036,201,1036,10
5441,616,201,616,10
5443,72,190,72,10
5444,192,190,192,10
5445,1540,213,1540,10
5446,108,190,108,10
5447,572,213,572,10
5448,792,213,792,10
5449,104,190,104,10
5450,378,189,378,7
5451,567,213,567,10
5452,520,194,520,10
5453,112,190,112,10
5454,496,213,496,10
5455,702,200,702,10
5456,1050,213,1050,10
5457,576,190,576,10
5458,552,213,552,10
5459,36,189,36,1
5460,192,190,192,10
5461,459,201,459,10
5462,528,201,528,10
5463,352,201,352,10
5464,486,201,486,10
5465,340,201,340,10
5466,320,190,320,10
5467,477,190,477,10
5468,84,173,84,7
5469,483,210,483,10
5470,56,190,56,10
5472,238,190,238,10
5473,171,189,171,7
5474,594,190,594,10
5475,56,173,56,7
5477,567,213,567,10
5478,477,213,477,10
5479,352,173,352,7
5480,256,190,256,10
5481,192,189,192,8
5483,216,190,216,10
5484,243,201,243,10
5485,315,213,315,10
5486,444,213,444,10
5487,936,189,936,10
5488,603,201,603,10
5489,51,118,51,7
5490,224,213,224,10
5491,340,190,340,10
5492,12,118,12,1
5493,90,189,90,10
5494,1008,201,1008,10
5495,216,190,216,10
5496,690,213,690,10
5497,1200,190,1200,10
5498,1070,213,1070,10
5499,287,213,287,10
5500,252,213,252,10
5501,747,201,747,10
5502,24,118,24,1
5503,72,173,72,6
5504,153,173,153,7
5505,120,190,120,10
5506,3240,213,3240,10
5507,660,188,660,10
5509,112,201,112,10
5510,104,190,104,10
5512,804,190,804,10
5513,672,213,672,10
5515,328,201,328,10
5516,144,201,144,10
5517,512,194,512,10
5518,310,190,310,10
5519,180,190,180,10
5521,540,190,540,10
5523,96,201,96,6
5524,96,190,96,10
5528,18,118,18,1
5530,234,189,234,7
5531,1054,190,1054,10
5532,40,173,40,7
5533,567,213,567,10
5535,50,180,50,5
5539,352,190,352,10
5540,315,190,315,10
5541,27,118,27,7
5542,1647,201,1647,10
5544,390,209,390,10
5545,154,190,154,10
5546,221,190,221,10
5547,357,201,357,10
5548,120,190,120,10
5549,584,213,584,10
5550,256,190,256,10
5551,16,64,16,3
5552,90,173,90,7
5553,405,190,405,10
5554,1386,201,1386,10
5555,400,201,400,10
5556,616,213,616,10
5557,783,213,783,10
5558,301,190,301,10
5559,936,213,936,10
5560,231,190,231,10
5561,738,213,738,10
5562,516,213,516,10
5563,370,213,370,10
5564,770,201,770,10
5565,153,213,153,10
5566,3636,209,3636,10
5569,288,190,288,10
5570,2678,213,2678,10
5571,54,20,54,1
5572,1419,201,1419,10
5573,372,213,372,10
5574,440,201,440,10
5575,112,190,112,10
5576,1071,201,1071,10
5577,147,173,147,7
5578,1375,213,1375,10
5580,1652,190,1652,10
5581,1740,213,1740,10
5582,585,200,585,10
5583,792,190,792,10
5584,133,201,133,10
5585,868,213,868,10
5586,1056,201,1056,10
5587,120,190,120,10
5588,423,213,423,10
5589,1199,201,1199,10
5590,80,173,80,7
5591,544,200,544,10
5592,392,201,392,10
5593,1728,213,1728,10
5594,374,190,374,10
5595,432,190,432,10
5596,981,213,981,10
5597,2198,213,2198,10
5598,318,213,318,10
5599,136,190,136,10
5600,308,201,308,10
5601,975,201,975,10
5602,690,201,690,10
5603,243,201,243,10
5604,253,213,253,10
5605,960,190,960,10
5606,480,201,480,10
5607,300,190,300,10
5608,612,213,612,10
5609,896,213,896,10
5610,306,213,306,10
5611,300,213,300,10
5612,342,213,342,10
5613,480,189,480,10
5615,427,215,427,10
5616,450,201,450,10
5617,708,190,708,10
5618,84,190,84,10
5619,432,188,432,10
5620,378,213,378,10
5621,160,201,160,10
5623,144,190,144,10
5624,872,213,872,10
5625,276,213,276,10
5626,108,190,108,10
5627,198,190,198,10
5629,396,213,396,10
5630,120,201,120,10
5631,424,190,424,10
5632,300,201,300,10
5633,322,190,322,10
