userid,bank_income_sum,bank_outcome_sum,bank_amountCha,bank_income_amta,bank_outcome_amta,bank_amtaCha,bank_type_count,bank_type_outcomeCount,bank_type_incomeCount
5043,2841.0,6152.0,3312.0,237.0,513.0,276.0,761,529,232
5045,4642.0,21528.0,16885.0,357.0,1656.0,1299.0,2361,1997,364
5046,3279.0,9186.0,5907.0,298.0,835.0,537.0,1060,797,263
5047,1387.0,8295.0,6908.0,107.0,638.0,531.0,937,819,118
5050,2238.0,5049.0,2811.0,186.0,421.0,234.0,649,455,194
5051,485.0,729.0,245.0,162.0,243.0,82.0,99,60,39
5052,989.0,2110.0,1121.0,87.0,151.0,64.0,273,191,82
5054,5767.0,28767.0,23000.0,577.0,2877.0,2300.0,2986,2541,445
5055,1371.0,2083.0,712.0,152.0,231.0,79.0,299,186,113
5058,3887.0,12068.0,8181.0,299.0,928.0,629.0,1463,1124,339
5059,3285.0,4863.0,1578.0,253.0,374.0,121.0,639,407,232
5060,4088.0,5891.0,1803.0,341.0,491.0,150.0,779,472,307
5062,303.0,572.0,269.0,34.0,66.0,32.0,85,58,27
5063,6186.0,7120.0,934.0,476.0,548.0,72.0,994,556,438
5064,714.0,5050.0,4335.0,55.0,388.0,333.0,589,529,60
5068,216.0,808.0,592.0,43.0,162.0,118.0,91,74,17
5074,1507.0,3644.0,2137.0,116.0,280.0,164.0,410,294,116
5075,1010.0,2422.0,1412.0,109.0,202.0,93.0,289,208,81
5076,2673.0,7941.0,5267.0,206.0,611.0,405.0,939,726,213
5077,2196.0,5559.0,3363.0,172.0,428.0,256.0,671,501,170
5078,508.0,1189.0,681.0,42.0,99.0,57.0,133,96,37
5079,481.0,3366.0,2885.0,44.0,313.0,269.0,388,348,40
5080,877.0,1611.0,735.0,119.0,179.0,60.0,213,145,68
5081,2729.0,7520.0,4791.0,218.0,578.0,361.0,903,674,229
5082,232.0,608.0,376.0,19.0,51.0,31.0,64,46,18
5083,580.0,1712.0,1132.0,57.0,140.0,83.0,216,164,52
5084,1138.0,3236.0,2098.0,88.0,249.0,161.0,390,293,97
5085,3100.0,5528.0,2428.0,258.0,461.0,202.0,737,495,242
5086,1451.0,1459.0,7.0,112.0,112.0,1.0,203,102,101
5087,747.0,2667.0,1920.0,57.0,205.0,148.0,304,244,60
5088,1535.0,3281.0,1747.0,128.0,273.0,146.0,430,297,133
5089,1391.0,4477.0,3086.0,107.0,344.0,237.0,526,413,113
5090,5058.0,16506.0,11448.0,422.0,1375.0,954.0,1992,1561,431
5093,219.0,282.0,63.0,39.0,26.0,-13.0,40,22,18
5097,1148.0,1994.0,846.0,96.0,166.0,70.0,254,163,91
5098,748.0,949.0,201.0,83.0,105.0,22.0,153,89,64
5099,990.0,3714.0,2724.0,102.0,286.0,184.0,431,350,81
5101,572.0,2244.0,1672.0,72.0,281.0,209.0,273,223,50
5106,396.0,629.0,233.0,39.0,62.0,23.0,88,58,30
5107,658.0,1584.0,926.0,66.0,158.0,93.0,196,143,53
5108,1376.0,2164.0,787.0,229.0,361.0,131.0,295,188,107
5110,897.0,3218.0,2321.0,75.0,268.0,193.0,313,249,64
5111,1396.0,2561.0,1165.0,165.0,285.0,119.0,328,224,104
5114,799.0,3534.0,2735.0,75.0,272.0,197.0,415,343,72
5121,6122.0,15939.0,9818.0,471.0,1226.0,755.0,1790,1323,467
5122,5862.0,9297.0,3435.0,451.0,715.0,264.0,1167,741,426
5127,1064.0,2590.0,1526.0,106.0,199.0,93.0,293,213,80
5128,10644.0,6230.0,-4414.0,819.0,479.0,-340.0,1223,499,724
5129,2161.0,2851.0,690.0,166.0,219.0,53.0,462,270,192
5136,210.0,534.0,324.0,19.0,49.0,29.0,63,46,17
5139,1284.0,1761.0,476.0,100.0,135.0,35.0,235,142,93
5140,3394.0,5247.0,1853.0,261.0,404.0,143.0,891,590,301
5142,2829.0,9439.0,6611.0,218.0,726.0,509.0,1026,820,206
5143,3991.0,7391.0,3400.0,307.0,569.0,262.0,968,652,316
5145,628.0,875.0,247.0,57.0,80.0,22.0,124,74,50
5148,7828.0,12543.0,4714.0,602.0,965.0,363.0,1516,957,559
5150,7663.0,11072.0,3409.0,589.0,852.0,262.0,1514,881,633
5151,1682.0,13098.0,11416.0,129.0,1008.0,878.0,1394,1253,141
5154,1100.0,3065.0,1965.0,85.0,236.0,151.0,348,255,93
5159,3376.0,6584.0,3208.0,260.0,506.0,247.0,750,510,240
5160,2702.0,5814.0,3111.0,225.0,484.0,259.0,688,484,204
5161,2041.0,6287.0,4246.0,267.0,786.0,519.0,731,572,159
5162,2521.0,3903.0,1381.0,280.0,434.0,153.0,509,315,194
5164,1803.0,3001.0,1198.0,139.0,231.0,92.0,374,239,135
5165,1324.0,2286.0,962.0,102.0,176.0,74.0,292,186,106
5166,3328.0,6327.0,3000.0,256.0,509.0,253.0,788,552,236
5168,3975.0,8420.0,4445.0,331.0,702.0,370.0,1082,759,323
5170,684.0,1518.0,834.0,109.0,217.0,108.0,196,139,57
5173,72.0,484.0,412.0,24.0,161.0,137.0,50,44,6
5175,1312.0,4882.0,3570.0,101.0,376.0,275.0,551,445,106
5178,556.0,1973.0,1417.0,43.0,152.0,109.0,218,173,45
5179,802.0,1530.0,727.0,62.0,118.0,56.0,195,133,62
5180,3231.0,8750.0,5519.0,249.0,673.0,425.0,981,736,245
5183,2373.0,6725.0,4353.0,186.0,517.0,332.0,742,569,173
5184,163.0,458.0,296.0,27.0,175.0,147.0,56,41,15
5185,852.0,785.0,-67.0,213.0,203.0,-10.0,140,73,67
5186,5997.0,11303.0,5305.0,461.0,869.0,408.0,1340,908,432
5187,1385.0,3597.0,2212.0,107.0,277.0,170.0,418,313,105
5188,7784.0,16767.0,8983.0,599.0,1290.0,691.0,1743,1252,491
5189,1774.0,4996.0,3222.0,148.0,416.0,269.0,644,492,152
5190,3386.0,6437.0,3051.0,260.0,495.0,235.0,815,555,260
5193,1286.0,4161.0,2876.0,99.0,320.0,221.0,459,356,103
5197,1658.0,4504.0,2846.0,184.0,500.0,316.0,586,444,142
5198,3163.0,8458.0,5295.0,243.0,651.0,407.0,1035,768,267
5203,6353.0,18234.0,11881.0,529.0,1519.0,990.0,2100,1647,453
5204,830.0,1963.0,1134.0,207.0,491.0,283.0,231,166,65
5209,1988.0,3904.0,1916.0,153.0,300.0,147.0,489,329,160
5210,740.0,2414.0,1673.0,64.0,201.0,137.0,299,236,63
5213,1573.0,3815.0,2243.0,121.0,293.0,173.0,465,344,121
5218,2700.0,4741.0,2041.0,208.0,365.0,157.0,538,353,185
5219,1781.0,5371.0,3590.0,137.0,413.0,276.0,624,488,136
5222,254.0,580.0,325.0,64.0,145.0,81.0,73,52,21
5224,99.0,188.0,89.0,99.0,188.0,89.0,29,20,9
5225,1226.0,4155.0,2929.0,94.0,320.0,225.0,468,371,97
5227,914.0,6872.0,5958.0,81.0,529.0,448.0,715,641,74
5228,1116.0,2030.0,914.0,186.0,338.0,152.0,271,185,86
5231,449.0,689.0,240.0,75.0,115.0,40.0,93,56,37
5234,2616.0,5068.0,2451.0,187.0,362.0,175.0,600,409,191
5236,4707.0,8074.0,3367.0,362.0,621.0,259.0,1074,700,374
5240,2127.0,3546.0,1419.0,164.0,273.0,109.0,441,284,157
5241,579.0,1883.0,1304.0,48.0,157.0,109.0,225,177,48
5242,956.0,2892.0,1936.0,106.0,355.0,249.0,323,252,71
5246,2153.0,12301.0,10148.0,154.0,879.0,725.0,1267,1115,152
5247,2776.0,6839.0,4063.0,214.0,526.0,313.0,853,629,224
5248,1480.0,3677.0,2196.0,114.0,283.0,169.0,487,359,128
5249,922.0,1515.0,594.0,71.0,117.0,46.0,228,145,83
5250,189.0,526.0,337.0,18.0,47.0,30.0,54,39,15
5251,1225.0,3288.0,2062.0,94.0,253.0,159.0,389,292,97
5252,2200.0,6041.0,3841.0,314.0,863.0,549.0,674,510,164
5257,975.0,1575.0,600.0,127.0,197.0,70.0,218,137,81
5259,1562.0,4952.0,3390.0,156.0,495.0,339.0,508,398,110
5263,3767.0,8832.0,5065.0,290.0,679.0,390.0,1002,720,282
5264,7492.0,13736.0,6245.0,576.0,1057.0,480.0,1862,1269,593
5265,5075.0,7530.0,2455.0,390.0,579.0,189.0,1092,679,413
5267,1313.0,3136.0,1823.0,109.0,261.0,152.0,347,246,101
5269,2936.0,4942.0,2006.0,226.0,380.0,154.0,635,409,226
5271,3465.0,4730.0,1265.0,289.0,394.0,105.0,632,370,262
5275,1310.0,2214.0,904.0,146.0,246.0,100.0,322,211,111
5276,836.0,1824.0,987.0,78.0,140.0,63.0,210,146,64
5277,1198.0,1646.0,448.0,109.0,150.0,41.0,206,122,84
5278,2464.0,4788.0,2324.0,190.0,368.0,179.0,582,400,182
5281,2054.0,4593.0,2539.0,158.0,353.0,195.0,632,465,167
5283,2039.0,6798.0,4759.0,157.0,523.0,366.0,809,637,172
5284,5375.0,11131.0,5756.0,413.0,856.0,443.0,1286,898,388
5285,1342.0,2857.0,1516.0,103.0,220.0,117.0,336,242,94
5287,2689.0,6446.0,3757.0,208.0,496.0,287.0,754,553,201
5289,183.0,513.0,329.0,26.0,73.0,47.0,69,51,18
5290,2198.0,6440.0,4243.0,169.0,495.0,326.0,806,617,189
5292,1222.0,2387.0,1164.0,94.0,184.0,90.0,289,196,93
5293,1334.0,3825.0,2490.0,191.0,546.0,356.0,455,345,110
5294,2363.0,3836.0,1473.0,182.0,295.0,113.0,522,346,176
5296,859.0,2114.0,1255.0,68.0,163.0,94.0,244,176,68
5297,6991.0,7250.0,259.0,538.0,558.0,20.0,1127,575,552
5298,2071.0,4659.0,2588.0,162.0,358.0,196.0,608,442,166
5299,3570.0,8503.0,4933.0,301.0,654.0,353.0,913,664,249
5300,365.0,1316.0,951.0,91.0,329.0,238.0,139,110,29
5301,579.0,1105.0,526.0,58.0,110.0,53.0,172,123,49
5302,820.0,4096.0,3276.0,74.0,315.0,241.0,443,374,69
5303,2108.0,3681.0,1573.0,301.0,526.0,225.0,487,318,169
5304,944.0,2179.0,1235.0,73.0,168.0,95.0,272,200,72
5306,1279.0,3715.0,2436.0,213.0,619.0,406.0,386,292,94
5318,7515.0,11195.0,3680.0,578.0,861.0,283.0,1418,888,530
5320,264.0,695.0,431.0,38.0,154.0,117.0,88,65,23
5322,2571.0,4666.0,2095.0,198.0,359.0,161.0,577,383,194
5323,768.0,1473.0,704.0,65.0,113.0,48.0,203,138,65
5326,1353.0,2620.0,1267.0,104.0,202.0,97.0,329,226,103
5327,3271.0,4248.0,977.0,273.0,354.0,81.0,561,322,239
5329,1688.0,4235.0,2548.0,153.0,385.0,232.0,542,397,145
5330,894.0,2360.0,1466.0,69.0,182.0,113.0,277,207,70
5331,186.0,632.0,446.0,47.0,158.0,111.0,76,59,17
5332,552.0,750.0,198.0,63.0,103.0,40.0,102,58,44
5333,1463.0,5103.0,3640.0,113.0,393.0,280.0,540,428,112
5342,1068.0,2780.0,1712.0,82.0,214.0,132.0,293,215,78
5343,2503.0,3108.0,605.0,209.0,259.0,50.0,488,277,211
5345,1688.0,2595.0,908.0,281.0,433.0,151.0,332,208,124
5346,1544.0,2971.0,1427.0,182.0,229.0,46.0,393,268,125
5348,2450.0,6002.0,3552.0,245.0,600.0,355.0,606,436,170
5350,2464.0,4578.0,2115.0,243.0,352.0,109.0,566,377,189
5351,1076.0,4118.0,3042.0,83.0,317.0,234.0,461,377,84
5354,1539.0,5626.0,4087.0,118.0,433.0,314.0,598,482,116
5355,744.0,905.0,161.0,74.0,90.0,16.0,147,81,66
5356,422.0,782.0,360.0,35.0,65.0,30.0,98,63,35
5357,1073.0,3111.0,2038.0,83.0,239.0,157.0,414,322,92
5359,1843.0,6363.0,4520.0,184.0,636.0,452.0,714,571,143
5361,1039.0,2818.0,1779.0,115.0,313.0,198.0,351,263,88
5364,2340.0,7451.0,5111.0,180.0,573.0,393.0,887,699,188
5369,593.0,2915.0,2322.0,50.0,243.0,193.0,320,274,46
5370,775.0,1005.0,230.0,60.0,142.0,83.0,134,77,57
5371,716.0,1599.0,883.0,60.0,133.0,74.0,232,157,75
5374,1878.0,3933.0,2055.0,144.0,303.0,158.0,430,299,131
5378,1877.0,3683.0,1806.0,188.0,368.0,181.0,430,292,138
5381,2788.0,8220.0,5432.0,398.0,1174.0,776.0,941,717,224
5383,3775.0,6908.0,3133.0,315.0,576.0,261.0,874,577,297
5386,6027.0,13524.0,7498.0,464.0,1040.0,577.0,1660,1198,462
5387,944.0,1794.0,850.0,73.0,138.0,65.0,283,186,97
5388,1473.0,2823.0,1350.0,113.0,217.0,104.0,360,241,119
5399,867.0,2654.0,1787.0,173.0,531.0,357.0,324,254,70
5400,1007.0,2598.0,1591.0,79.0,200.0,120.0,306,232,74
5401,2820.0,5386.0,2566.0,235.0,414.0,179.0,669,459,210
5404,686.0,1816.0,1131.0,114.0,303.0,188.0,222,164,58
5405,1931.0,4527.0,2596.0,149.0,348.0,200.0,518,386,132
5406,616.0,1359.0,743.0,56.0,124.0,68.0,184,130,54
5409,257.0,333.0,75.0,21.0,28.0,6.0,51,29,22
5415,1989.0,4530.0,2542.0,153.0,348.0,196.0,525,379,146
5417,871.0,1687.0,816.0,88.0,141.0,53.0,209,142,67
5422,1988.0,5430.0,3442.0,153.0,418.0,265.0,599,451,148
5423,7269.0,11471.0,4202.0,559.0,882.0,323.0,1379,870,509
5425,3250.0,4889.0,1640.0,250.0,376.0,126.0,630,379,251
5426,435.0,3392.0,2957.0,109.0,848.0,739.0,336,304,32
5427,3692.0,4052.0,360.0,410.0,450.0,40.0,588,319,269
5428,454.0,1341.0,887.0,41.0,112.0,71.0,155,119,36
5431,4947.0,12806.0,7859.0,381.0,985.0,605.0,1277,949,328
5432,1757.0,5960.0,4203.0,146.0,497.0,350.0,774,619,155
5433,968.0,3186.0,2219.0,74.0,245.0,171.0,394,310,84
5436,2882.0,3792.0,910.0,222.0,292.0,70.0,525,310,215
5437,5618.0,10721.0,5103.0,432.0,825.0,393.0,1265,843,422
5439,331.0,1060.0,729.0,110.0,353.0,243.0,149,119,30
5447,1828.0,2039.0,211.0,141.0,157.0,16.0,291,156,135
5449,349.0,776.0,427.0,70.0,155.0,85.0,97,70,27
5451,995.0,3723.0,2729.0,77.0,286.0,210.0,430,347,83
5453,1647.0,3308.0,1661.0,137.0,276.0,138.0,390,271,119
5454,1093.0,2792.0,1699.0,137.0,353.0,216.0,338,251,87
5455,402.0,732.0,330.0,35.0,61.0,25.0,87,56,31
5456,1333.0,3131.0,1798.0,108.0,241.0,133.0,429,314,115
5458,987.0,2078.0,1091.0,76.0,160.0,84.0,273,197,76
5460,1362.0,6607.0,5245.0,105.0,508.0,403.0,734,624,110
5463,1080.0,3949.0,2870.0,83.0,304.0,221.0,431,346,85
5470,537.0,1346.0,810.0,44.0,104.0,60.0,173,131,42
5473,1005.0,3529.0,2524.0,77.0,271.0,194.0,452,367,85
5474,359.0,620.0,261.0,37.0,52.0,14.0,90,60,30
5475,2421.0,7103.0,4682.0,484.0,1421.0,936.0,892,687,205
5476,1803.0,2818.0,1015.0,601.0,939.0,338.0,335,210,125
5478,1025.0,3268.0,2243.0,79.0,251.0,173.0,359,279,80
5479,1203.0,5070.0,3867.0,93.0,390.0,297.0,581,481,100
5480,1957.0,3226.0,1269.0,217.0,358.0,141.0,430,275,155
5482,169.0,377.0,208.0,56.0,126.0,69.0,47,33,14
5483,1101.0,2476.0,1375.0,88.0,190.0,103.0,319,226,93
5486,2528.0,4271.0,1743.0,206.0,329.0,123.0,553,369,184
5489,3981.0,4822.0,840.0,306.0,371.0,65.0,797,448,349
5492,1531.0,2230.0,699.0,252.0,281.0,29.0,341,201,140
5495,623.0,1823.0,1200.0,89.0,260.0,171.0,221,167,54
5496,5007.0,6299.0,1292.0,455.0,573.0,117.0,853,480,373
5500,590.0,887.0,297.0,49.0,74.0,25.0,112,67,45
5502,1765.0,7186.0,5420.0,147.0,599.0,452.0,819,679,140
5503,3172.0,4075.0,903.0,244.0,313.0,69.0,565,326,239
5504,684.0,1863.0,1179.0,53.0,143.0,91.0,227,171,56
5506,728.0,2241.0,1513.0,91.0,280.0,189.0,251,195,56
5507,2157.0,3324.0,1166.0,270.0,415.0,146.0,416,267,149
5509,1091.0,6058.0,4967.0,109.0,466.0,357.0,610,528,82
5513,1272.0,2621.0,1349.0,98.0,202.0,104.0,320,221,99
5520,2118.0,3290.0,1172.0,163.0,253.0,90.0,432,284,148
5521,1043.0,4507.0,3464.0,87.0,376.0,289.0,473,390,83
5526,2126.0,6356.0,4230.0,164.0,489.0,325.0,694,531,163
5527,828.0,2235.0,1407.0,69.0,186.0,117.0,288,215,73
5528,698.0,2027.0,1329.0,100.0,290.0,190.0,245,188,57
5530,308.0,646.0,338.0,36.0,72.0,36.0,85,60,25
5531,259.0,2741.0,2482.0,86.0,914.0,827.0,311,290,21
5533,1228.0,2331.0,1103.0,94.0,179.0,85.0,282,195,87
5535,3030.0,5355.0,2324.0,233.0,412.0,179.0,595,397,198
5540,9030.0,19323.0,10293.0,753.0,1610.0,858.0,2211,1527,684
5541,6382.0,14885.0,8503.0,491.0,1145.0,654.0,1693,1212,481
5542,986.0,2635.0,1649.0,124.0,203.0,78.0,306,234,72
5543,1825.0,3835.0,2010.0,365.0,767.0,402.0,504,353,151
5544,1385.0,3273.0,1888.0,115.0,273.0,157.0,395,289,106
5547,1350.0,1760.0,410.0,104.0,149.0,45.0,243,139,104
5548,19724.0,23479.0,3755.0,2192.0,2609.0,417.0,2952,1621,1331
5549,11286.0,19484.0,8198.0,940.0,1624.0,683.0,2104,1357,747
5554,2171.0,5621.0,3450.0,167.0,432.0,265.0,663,490,173
5556,1932.0,3711.0,1779.0,161.0,309.0,148.0,444,300,144
5559,2863.0,9282.0,6418.0,220.0,714.0,494.0,1158,911,247
5560,2380.0,6072.0,3692.0,183.0,467.0,284.0,732,546,186
5562,912.0,1730.0,818.0,76.0,198.0,122.0,259,180,79
5563,5111.0,9853.0,4742.0,393.0,758.0,365.0,1204,823,381
5568,640.0,1051.0,411.0,107.0,175.0,68.0,133,88,45
5573,1303.0,3692.0,2389.0,130.0,369.0,239.0,430,327,103
5575,6197.0,8529.0,2331.0,477.0,656.0,179.0,1139,712,427
5577,857.0,1302.0,444.0,97.0,130.0,34.0,181,113,68
5578,1357.0,3092.0,1735.0,123.0,281.0,158.0,341,243,98
5581,1432.0,3101.0,1670.0,110.0,239.0,128.0,339,234,105
5582,2465.0,7295.0,4830.0,190.0,561.0,372.0,802,620,182
5583,1384.0,3031.0,1646.0,154.0,337.0,183.0,402,284,118
5584,1574.0,2156.0,581.0,124.0,166.0,42.0,276,163,113
5585,2227.0,3504.0,1277.0,171.0,270.0,98.0,458,286,172
5587,4628.0,10505.0,5877.0,386.0,808.0,422.0,1417,1027,390
5588,906.0,2120.0,1214.0,101.0,247.0,146.0,254,185,69
5589,3301.0,7796.0,4495.0,254.0,600.0,346.0,996,748,248
5592,3686.0,7696.0,4010.0,284.0,592.0,308.0,898,620,278
5593,1654.0,5829.0,4175.0,150.0,530.0,380.0,684,550,134
5595,2272.0,6621.0,4349.0,175.0,509.0,335.0,849,654,195
5597,1455.0,3602.0,2148.0,121.0,300.0,179.0,448,329,119
5598,225.0,660.0,435.0,75.0,264.0,189.0,83,65,18
5603,1124.0,3229.0,2104.0,86.0,248.0,162.0,374,281,93
5606,1711.0,4097.0,2386.0,190.0,455.0,265.0,550,393,157
5609,2988.0,7849.0,4861.0,249.0,654.0,405.0,971,754,217
5613,3832.0,9343.0,5511.0,319.0,779.0,459.0,1086,809,277
5614,1750.0,3587.0,1837.0,146.0,299.0,153.0,457,323,134
5618,642.0,1966.0,1324.0,92.0,281.0,189.0,248,192,56
5620,1605.0,3871.0,2265.0,123.0,298.0,174.0,467,344,123
5626,4809.0,7329.0,2520.0,370.0,564.0,194.0,925,577,348
5627,736.0,2745.0,2009.0,82.0,305.0,223.0,326,260,66
5630,952.0,2346.0,1394.0,73.0,180.0,107.0,277,206,71
5633,1916.0,3212.0,1297.0,147.0,247.0,100.0,424,274,150
5635,3145.0,8166.0,5021.0,242.0,628.0,386.0,1015,750,265
5637,3369.0,4280.0,912.0,374.0,476.0,101.0,571,338,233
5638,7448.0,11386.0,3938.0,573.0,876.0,303.0,1342,825,517
5639,3407.0,9181.0,5774.0,262.0,706.0,444.0,1024,761,263
5641,1762.0,2541.0,778.0,136.0,195.0,60.0,329,200,129
5643,758.0,1279.0,522.0,63.0,107.0,43.0,217,137,80
5646,3620.0,6539.0,2919.0,278.0,503.0,225.0,824,539,285
5648,869.0,2339.0,1470.0,87.0,234.0,147.0,317,239,78
5649,233.0,726.0,493.0,21.0,66.0,45.0,85,65,20
5650,2751.0,3572.0,821.0,212.0,275.0,63.0,548,318,230
5653,1545.0,3130.0,1585.0,257.0,522.0,264.0,407,280,127
5655,4362.0,8304.0,3943.0,336.0,639.0,303.0,1072,716,356
5657,1436.0,2399.0,963.0,110.0,185.0,74.0,316,200,116
5661,954.0,4811.0,3858.0,87.0,437.0,351.0,552,475,77
5662,852.0,1687.0,835.0,85.0,169.0,83.0,217,148,69
5664,3982.0,6126.0,2144.0,332.0,510.0,179.0,758,470,288
5667,1678.0,4366.0,2689.0,210.0,546.0,336.0,497,369,128
5668,1997.0,3452.0,1455.0,399.0,690.0,291.0,399,258,141
5672,1572.0,3584.0,2012.0,121.0,276.0,155.0,421,305,116
5673,1199.0,3063.0,1864.0,171.0,438.0,266.0,365,269,96
5674,778.0,2120.0,1342.0,66.0,177.0,111.0,258,192,66
5675,642.0,3435.0,2793.0,51.0,264.0,213.0,376,321,55
5676,2674.0,4091.0,1416.0,223.0,341.0,118.0,591,371,220
5677,256.0,370.0,114.0,26.0,37.0,11.0,59,35,24
5678,697.0,2802.0,2106.0,100.0,400.0,301.0,298,246,52
5683,335.0,993.0,659.0,42.0,195.0,153.0,115,87,28
5686,4894.0,7027.0,2133.0,376.0,541.0,164.0,860,516,344
5687,1246.0,4157.0,2911.0,104.0,346.0,243.0,521,415,106
5690,570.0,2048.0,1478.0,75.0,171.0,95.0,231,185,46
5694,1292.0,4148.0,2856.0,104.0,319.0,215.0,478,379,99
5695,2705.0,5119.0,2415.0,270.0,512.0,241.0,661,450,211
5699,636.0,1297.0,661.0,53.0,108.0,55.0,166,113,53
5700,2467.0,4745.0,2278.0,190.0,365.0,175.0,593,409,184
5702,674.0,1529.0,855.0,56.0,118.0,62.0,208,148,60
5704,3060.0,5717.0,2656.0,255.0,487.0,232.0,664,441,223
5705,200.0,575.0,375.0,46.0,96.0,50.0,62,46,16
5706,2108.0,5343.0,3235.0,176.0,445.0,270.0,541,400,141
5710,783.0,1029.0,246.0,60.0,79.0,19.0,164,96,68
5711,186.0,388.0,202.0,60.0,97.0,37.0,58,41,17
5714,313.0,1060.0,748.0,32.0,88.0,56.0,132,105,27
5715,4272.0,8502.0,4230.0,356.0,708.0,352.0,1087,758,329
5716,2187.0,2640.0,454.0,312.0,534.0,222.0,369,203,166
5718,1310.0,2208.0,898.0,101.0,170.0,69.0,249,163,86
5719,2093.0,5166.0,3073.0,174.0,430.0,256.0,655,484,171
5720,1089.0,2824.0,1735.0,84.0,217.0,133.0,352,268,84
5722,4370.0,8227.0,3857.0,336.0,633.0,297.0,1028,682,346
5723,2959.0,4888.0,1929.0,247.0,407.0,161.0,623,405,218
5729,729.0,2071.0,1343.0,76.0,173.0,97.0,256,196,60
5732,711.0,1772.0,1061.0,89.0,222.0,133.0,231,169,62
5733,2598.0,7004.0,4407.0,206.0,539.0,333.0,720,539,181
5734,850.0,1386.0,535.0,88.0,156.0,68.0,186,120,66
5738,5730.0,20555.0,14826.0,477.0,1713.0,1235.0,2164,1733,431
5739,887.0,3955.0,3069.0,111.0,304.0,194.0,460,386,74
5740,152.0,189.0,38.0,30.0,38.0,8.0,25,14,11
5745,710.0,1137.0,427.0,59.0,98.0,39.0,143,87,56
5746,1007.0,2561.0,1554.0,77.0,197.0,120.0,313,230,83
5748,796.0,2571.0,1775.0,119.0,367.0,248.0,298,233,65
5755,2273.0,8425.0,6152.0,175.0,648.0,473.0,954,775,179
5756,720.0,2484.0,1765.0,55.0,191.0,136.0,284,229,55
5757,2128.0,8804.0,6676.0,236.0,978.0,742.0,994,832,162
5758,1063.0,4673.0,3610.0,82.0,359.0,278.0,550,465,85
5759,7622.0,21305.0,13683.0,586.0,1639.0,1053.0,2435,1842,593
5760,1653.0,4307.0,2654.0,207.0,538.0,332.0,461,339,122
5764,544.0,2673.0,2129.0,42.0,206.0,164.0,269,225,44
5765,538.0,1763.0,1225.0,54.0,176.0,122.0,214,166,48
5771,1509.0,7133.0,5625.0,189.0,892.0,703.0,774,642,132
5773,229.0,326.0,97.0,38.0,54.0,16.0,47,28,19
5775,3020.0,5272.0,2251.0,503.0,879.0,375.0,642,418,224
5778,1558.0,5754.0,4197.0,120.0,443.0,323.0,720,583,137
5780,2397.0,8588.0,6190.0,184.0,661.0,476.0,942,781,161
5782,3359.0,7292.0,3933.0,258.0,561.0,303.0,814,598,216
5783,1167.0,1909.0,743.0,99.0,147.0,48.0,268,180,88
5784,2409.0,6941.0,4532.0,185.0,534.0,349.0,853,643,210
5785,1116.0,2903.0,1787.0,86.0,223.0,137.0,349,260,89
5786,4704.0,9735.0,5032.0,362.0,749.0,387.0,1237,891,346
5787,1774.0,2983.0,1209.0,139.0,229.0,91.0,422,272,150
5789,2920.0,4075.0,1155.0,243.0,340.0,96.0,738,451,287
5794,3506.0,9192.0,5686.0,270.0,707.0,437.0,973,737,236
5796,1942.0,5849.0,3907.0,149.0,450.0,301.0,659,501,158
5797,622.0,1864.0,1242.0,48.0,143.0,96.0,213,164,49
5800,7327.0,16114.0,8787.0,611.0,1343.0,732.0,1572,1094,478
5801,2589.0,4965.0,2376.0,216.0,414.0,198.0,641,443,198
5805,694.0,2126.0,1432.0,56.0,164.0,108.0,251,194,57
5806,1232.0,2580.0,1348.0,137.0,287.0,150.0,327,229,98
5809,939.0,2975.0,2037.0,94.0,298.0,204.0,369,296,73
5810,626.0,1385.0,759.0,48.0,107.0,58.0,172,125,47
5811,1270.0,1603.0,333.0,98.0,131.0,33.0,260,150,110
5812,821.0,3523.0,2702.0,82.0,352.0,270.0,418,346,72
5813,32.0,46.0,14.0,7.0,68.0,60.0,9,4,5
5814,2248.0,4335.0,2087.0,173.0,333.0,161.0,530,367,163
5815,6453.0,8831.0,2378.0,496.0,723.0,227.0,1183,700,483
5816,980.0,4420.0,3441.0,78.0,340.0,262.0,485,407,78
5817,2395.0,11757.0,9362.0,218.0,1069.0,851.0,1264,1066,198
5818,991.0,3302.0,2311.0,76.0,254.0,178.0,407,319,88
5824,3774.0,8956.0,5182.0,539.0,1279.0,740.0,991,715,276
5825,1188.0,1936.0,748.0,127.0,176.0,49.0,261,168,93
5826,377.0,1213.0,836.0,34.0,111.0,77.0,161,124,37
5828,1483.0,3956.0,2473.0,114.0,304.0,190.0,553,430,123
5830,2260.0,5283.0,3023.0,174.0,406.0,233.0,646,465,181
5831,1533.0,1992.0,459.0,255.0,332.0,77.0,297,173,124
5832,3284.0,7040.0,3756.0,253.0,542.0,289.0,793,546,247
5834,3212.0,6364.0,3152.0,357.0,707.0,350.0,762,516,246
5836,554.0,2494.0,1940.0,80.0,192.0,112.0,260,219,41
5840,2876.0,3840.0,964.0,479.0,640.0,161.0,640,375,265
5842,1858.0,4468.0,2610.0,143.0,344.0,201.0,572,417,155
5843,2784.0,6962.0,4178.0,214.0,536.0,321.0,780,576,204
5846,3896.0,16240.0,12344.0,300.0,1249.0,950.0,1712,1412,300
5852,3369.0,4938.0,1570.0,259.0,380.0,121.0,642,391,251
5853,2000.0,3925.0,1925.0,167.0,327.0,160.0,470,321,149
