userid,avgMon_count,avgMon_mean,avgMon_modern,avgMon_max
7953,270.0,103.0,270.0,4.0
7956,96.0,111.0,96.0,4.0
7957,86.0,117.0,86.0,3.0
7958,152.0,112.0,152.0,4.0
7959,228.0,101.0,228.0,4.0
7960,102.0,106.0,102.0,4.0
7962,318.0,109.0,318.0,4.0
7964,294.0,99.0,294.0,4.0
7965,304.0,132.0,304.0,4.0
7966,217.0,118.0,217.0,4.0
7968,99.0,106.0,99.0,2.0
7969,108.0,110.0,108.0,3.0
7970,12.0,110.0,12.0,1.0
7971,198.0,108.0,198.0,3.0
7972,272.0,123.0,272.0,4.0
7973,306.0,121.0,306.0,4.0
7974,120.0,106.0,120.0,3.0
7975,62.0,97.0,62.0,2.0
7978,80.0,112.0,80.0,4.0
7979,136.0,119.0,136.0,4.0
7980,58.0,117.0,58.0,2.0
7983,180.0,112.0,180.0,4.0
7985,126.0,99.0,126.0,4.0
7987,72.0,98.0,72.0,4.0
7989,238.0,93.0,238.0,4.0
7991,72.0,154.0,72.0,2.0
7996,159.0,112.0,159.0,4.0
7997,168.0,104.0,168.0,4.0
7998,240.0,108.0,240.0,4.0
8000,74.0,108.0,74.0,3.0
8001,270.0,113.0,270.0,4.0
8002,360.0,106.0,360.0,4.0
8003,200.0,112.0,200.0,4.0
8004,208.0,116.0,208.0,3.0
8005,157.0,77.0,157.0,3.0
8006,30.0,73.0,30.0,2.0
8007,374.0,109.0,374.0,4.0
8008,128.0,117.0,128.0,4.0
8009,235.0,110.0,235.0,4.0
8010,159.0,105.0,159.0,3.0
8011,378.0,105.0,378.0,4.0
8012,354.0,122.0,354.0,4.0
8013,300.0,103.0,300.0,4.0
8015,120.0,119.0,120.0,4.0
8016,218.0,100.0,218.0,4.0
8017,260.0,96.0,260.0,4.0
8018,130.0,104.0,130.0,3.0
8019,38.0,92.0,38.0,2.0
8020,164.0,119.0,164.0,4.0
8021,251.0,112.0,251.0,4.0
8022,295.0,110.0,295.0,3.0
8023,146.0,104.0,146.0,3.0
8024,315.0,117.0,315.0,4.0
8025,146.0,108.0,146.0,3.0
8026,108.0,98.0,108.0,3.0
8027,117.0,81.0,117.0,3.0
8029,123.0,106.0,123.0,4.0
8030,244.0,108.0,244.0,4.0
8031,165.0,105.0,165.0,3.0
8032,270.0,125.0,270.0,3.0
8033,71.0,111.0,71.0,4.0
8034,172.0,94.0,172.0,3.0
8035,242.0,114.0,242.0,4.0
8037,280.0,124.0,280.0,4.0
8038,175.0,115.0,175.0,4.0
8039,112.0,113.0,112.0,4.0
8040,120.0,98.0,120.0,4.0
8041,70.0,116.0,70.0,3.0
8042,456.0,121.0,456.0,4.0
8043,275.0,91.0,275.0,3.0
8044,153.0,93.0,153.0,4.0
8045,153.0,116.0,153.0,4.0
8046,104.0,131.0,104.0,3.0
8047,110.0,128.0,110.0,4.0
8049,87.0,103.0,87.0,3.0
8050,68.0,84.0,68.0,3.0
8051,56.0,111.0,56.0,3.0
8052,42.0,124.0,42.0,3.0
8053,169.0,105.0,169.0,4.0
8054,65.0,114.0,65.0,3.0
8055,77.0,128.0,77.0,4.0
8056,267.0,97.0,267.0,4.0
8057,105.0,107.0,105.0,3.0
8059,180.0,116.0,180.0,4.0
8060,128.0,113.0,128.0,4.0
8061,801.0,117.0,801.0,4.0
8062,84.0,118.0,84.0,4.0
8063,195.0,120.0,195.0,3.0
8064,168.0,89.0,168.0,4.0
8065,36.0,168.0,36.0,3.0
8066,174.0,117.0,174.0,4.0
8067,280.0,114.0,280.0,4.0
8068,124.0,121.0,124.0,4.0
8069,252.0,115.0,252.0,4.0
8070,255.0,119.0,255.0,3.0
8071,69.0,80.0,69.0,3.0
8072,492.0,104.0,492.0,4.0
8073,69.0,117.0,69.0,3.0
8074,98.0,105.0,98.0,4.0
8076,637.0,96.0,637.0,3.0
8077,100.0,117.0,100.0,3.0
8078,81.0,99.0,81.0,3.0
8080,210.0,117.0,210.0,4.0
8081,99.0,108.0,99.0,3.0
8082,80.0,101.0,80.0,4.0
8083,16.0,118.0,16.0,1.0
8084,219.0,112.0,219.0,4.0
8085,237.0,112.0,237.0,4.0
8086,208.0,116.0,208.0,4.0
8087,96.0,109.0,96.0,3.0
8088,475.0,108.0,475.0,4.0
8089,162.0,102.0,162.0,3.0
8090,120.0,123.0,120.0,4.0
8091,143.0,110.0,143.0,4.0
8092,194.0,101.0,194.0,4.0
8093,101.0,102.0,101.0,4.0
8094,136.0,115.0,136.0,4.0
8095,100.0,106.0,100.0,3.0
8096,91.0,115.0,91.0,4.0
8097,76.0,121.0,76.0,2.0
8098,153.0,112.0,153.0,4.0
8099,80.0,101.0,80.0,3.0
8100,164.0,112.0,164.0,4.0
8101,140.0,98.0,140.0,4.0
8102,92.0,111.0,92.0,3.0
8103,176.0,118.0,176.0,4.0
8104,89.0,106.0,89.0,2.0
8105,208.0,98.0,208.0,4.0
8106,90.0,118.0,90.0,4.0
8107,54.0,101.0,54.0,2.0
8108,121.0,124.0,121.0,4.0
8109,42.0,101.0,42.0,2.0
8110,444.0,108.0,444.0,3.0
8111,120.0,111.0,120.0,4.0
8112,72.0,112.0,72.0,4.0
8113,303.0,117.0,303.0,3.0
8114,182.0,108.0,182.0,4.0
8115,160.0,112.0,160.0,4.0
8116,140.0,115.0,140.0,4.0
8117,220.0,101.0,220.0,3.0
8118,96.0,111.0,96.0,4.0
8119,308.0,125.0,308.0,4.0
8120,139.0,105.0,139.0,3.0
8121,158.0,100.0,158.0,4.0
8122,120.0,98.0,120.0,4.0
8123,576.0,123.0,576.0,4.0
8124,456.0,102.0,456.0,3.0
8125,118.0,95.0,118.0,4.0
8126,150.0,133.0,150.0,3.0
8127,153.0,109.0,153.0,4.0
8128,96.0,113.0,96.0,4.0
8129,248.0,114.0,248.0,4.0
8130,112.0,113.0,112.0,4.0
8131,72.0,122.0,72.0,3.0
8132,149.0,105.0,149.0,3.0
8133,154.0,99.0,154.0,4.0
8134,704.0,115.0,704.0,4.0
8135,148.0,96.0,148.0,4.0
8136,288.0,102.0,288.0,4.0
8137,130.0,116.0,130.0,3.0
8138,48.0,122.0,48.0,2.0
8139,76.0,113.0,76.0,2.0
8140,144.0,111.0,144.0,4.0
8141,396.0,95.0,396.0,4.0
8142,150.0,115.0,150.0,4.0
8143,280.0,119.0,280.0,4.0
8144,230.0,109.0,230.0,4.0
8145,150.0,114.0,150.0,3.0
8146,110.0,113.0,110.0,4.0
8147,120.0,111.0,120.0,4.0
8148,212.0,108.0,212.0,4.0
8150,148.0,99.0,148.0,4.0
8151,156.0,118.0,156.0,4.0
8152,136.0,125.0,136.0,3.0
8154,306.0,119.0,306.0,4.0
8155,220.0,103.0,220.0,4.0
8156,378.0,113.0,378.0,3.0
8157,96.0,110.0,96.0,4.0
8158,140.0,99.0,140.0,4.0
8159,119.0,104.0,119.0,4.0
8160,666.0,110.0,666.0,4.0
8161,220.0,103.0,220.0,3.0
8162,335.0,114.0,335.0,4.0
8163,125.0,111.0,125.0,3.0
8164,190.0,118.0,190.0,4.0
8165,39.0,121.0,39.0,2.0
8167,224.0,121.0,224.0,4.0
8168,63.0,122.0,63.0,3.0
8169,108.0,111.0,108.0,4.0
8170,442.0,120.0,442.0,4.0
8172,24.0,131.0,24.0,1.0
8173,126.0,100.0,126.0,4.0
8175,198.0,122.0,198.0,4.0
8176,585.0,102.0,585.0,4.0
8178,119.0,111.0,119.0,4.0
8179,504.0,115.0,504.0,4.0
8181,336.0,112.0,336.0,4.0
8182,56.0,118.0,56.0,3.0
8183,160.0,126.0,160.0,4.0
8184,70.0,112.0,70.0,2.0
8185,112.0,99.0,112.0,4.0
8186,79.0,103.0,79.0,4.0
8187,132.0,111.0,132.0,4.0
8188,116.0,117.0,116.0,4.0
8189,368.0,106.0,368.0,4.0
8190,72.0,68.0,72.0,2.0
8191,360.0,106.0,360.0,4.0
8192,424.0,116.0,424.0,4.0
8194,48.0,98.0,48.0,3.0
8195,33.0,110.0,33.0,3.0
8196,210.0,99.0,210.0,3.0
8197,28.0,126.0,28.0,2.0
8198,132.0,100.0,132.0,4.0
8199,58.0,121.0,58.0,2.0
8200,312.0,124.0,312.0,3.0
8201,108.0,111.0,108.0,4.0
8202,298.0,98.0,298.0,4.0
8203,180.0,102.0,180.0,3.0
8204,120.0,101.0,120.0,4.0
8205,96.0,111.0,96.0,4.0
8206,140.0,116.0,140.0,3.0
8207,121.0,102.0,121.0,3.0
8209,78.0,93.0,78.0,4.0
8214,114.0,114.0,114.0,4.0
8215,400.0,117.0,400.0,4.0
8219,76.0,116.0,76.0,3.0
8220,17.0,118.0,17.0,1.0
8224,117.0,93.0,117.0,5.0
8226,112.0,94.0,112.0,4.0
8227,80.0,112.0,80.0,4.0
8229,198.0,106.0,198.0,4.0
8230,84.0,120.0,84.0,4.0
8233,180.0,88.0,180.0,3.0
8236,180.0,112.0,180.0,4.0
8237,128.0,107.0,128.0,4.0
8238,224.0,117.0,224.0,4.0
8239,384.0,126.0,384.0,4.0
8240,159.0,103.0,159.0,4.0
8241,104.0,108.0,104.0,4.0
8242,144.0,110.0,144.0,4.0
8243,390.0,120.0,390.0,3.0
8244,324.0,112.0,324.0,4.0
8245,127.0,53.0,127.0,2.0
8246,120.0,114.0,120.0,4.0
8247,72.0,124.0,72.0,3.0
8248,292.0,111.0,292.0,4.0
8249,124.0,113.0,124.0,4.0
8250,189.0,105.0,189.0,4.0
8251,619.0,103.0,619.0,4.0
8252,131.0,111.0,131.0,3.0
8253,219.0,111.0,219.0,4.0
8254,217.0,111.0,217.0,3.0
8255,462.0,112.0,462.0,4.0
8256,405.0,116.0,405.0,4.0
8257,512.0,104.0,512.0,4.0
8258,150.0,108.0,150.0,3.0
8259,682.0,109.0,682.0,4.0
8260,72.0,112.0,72.0,4.0
8262,64.0,101.0,64.0,3.0
8263,136.0,103.0,136.0,3.0
8264,518.0,116.0,518.0,3.0
8265,182.0,112.0,182.0,4.0
8266,126.0,126.0,126.0,3.0
8267,285.0,108.0,285.0,4.0
8270,103.0,127.0,103.0,2.0
8271,139.0,121.0,139.0,3.0
8272,97.0,105.0,97.0,4.0
8273,600.0,109.0,600.0,4.0
8274,56.0,112.0,56.0,2.0
8276,425.0,122.0,425.0,4.0
8277,140.0,107.0,140.0,3.0
8278,174.0,109.0,174.0,4.0
8279,234.0,110.0,234.0,4.0
8280,102.0,113.0,102.0,3.0
8281,100.0,119.0,100.0,3.0
8282,240.0,98.0,240.0,4.0
8283,202.0,121.0,202.0,4.0
8284,138.0,106.0,138.0,3.0
8285,228.0,110.0,228.0,4.0
8286,253.0,112.0,253.0,4.0
8288,184.0,105.0,184.0,4.0
8289,358.0,118.0,358.0,3.0
8290,260.0,117.0,260.0,4.0
8292,110.0,111.0,110.0,4.0
8293,252.0,105.0,252.0,4.0
8294,143.0,121.0,143.0,4.0
8295,360.0,104.0,360.0,4.0
8296,234.0,114.0,234.0,3.0
8297,299.0,125.0,299.0,4.0
8298,640.0,112.0,640.0,4.0
8299,98.0,101.0,98.0,4.0
8300,137.0,101.0,137.0,3.0
8301,200.0,112.0,200.0,4.0
8302,247.0,112.0,247.0,3.0
8303,260.0,121.0,260.0,4.0
8304,77.0,100.0,77.0,3.0
8305,72.0,114.0,72.0,3.0
8306,143.0,108.0,143.0,3.0
8307,189.0,102.0,189.0,4.0
8308,128.0,102.0,128.0,3.0
8309,120.0,109.0,120.0,4.0
8310,312.0,99.0,312.0,4.0
8311,84.0,117.0,84.0,3.0
8312,200.0,101.0,200.0,3.0
8313,248.0,114.0,248.0,4.0
8314,188.0,114.0,188.0,4.0
8315,180.0,109.0,180.0,4.0
8317,96.0,98.0,96.0,4.0
8318,472.0,114.0,472.0,4.0
8319,140.0,113.0,140.0,4.0
8320,219.0,105.0,219.0,4.0
8321,189.0,114.0,189.0,3.0
8322,27.0,112.0,27.0,1.0
8323,89.0,92.0,89.0,4.0
8324,471.0,124.0,471.0,3.0
8325,100.0,111.0,100.0,4.0
8326,317.0,112.0,317.0,3.0
8327,276.0,124.0,276.0,4.0
8328,132.0,124.0,132.0,4.0
8330,140.0,112.0,140.0,4.0
8331,135.0,117.0,135.0,3.0
8332,126.0,100.0,126.0,4.0
8333,189.0,122.0,189.0,4.0
8334,224.0,104.0,224.0,3.0
8336,112.0,104.0,112.0,3.0
8337,92.0,111.0,92.0,3.0
8338,126.0,104.0,126.0,3.0
8339,138.0,117.0,138.0,3.0
8341,660.0,118.0,660.0,3.0
8342,925.0,106.0,925.0,4.0
8343,77.0,75.0,77.0,2.0
8344,112.0,99.0,112.0,4.0
8345,150.0,117.0,150.0,3.0
8346,90.0,112.0,90.0,4.0
8347,128.0,111.0,128.0,4.0
8348,104.0,115.0,104.0,4.0
8349,117.0,102.0,117.0,3.0
8350,126.0,99.0,126.0,3.0
8351,171.0,103.0,171.0,4.0
8352,70.0,126.0,70.0,4.0
8353,395.0,110.0,395.0,4.0
8354,426.0,121.0,426.0,4.0
8355,49.0,111.0,49.0,3.0
8356,176.0,115.0,176.0,4.0
8357,120.0,101.0,120.0,4.0
8358,21.0,118.0,21.0,3.0
8359,210.0,113.0,210.0,4.0
8360,176.0,91.0,176.0,4.0
8361,118.0,112.0,118.0,3.0
8362,90.0,111.0,90.0,2.0
8363,294.0,100.0,294.0,4.0
8364,84.0,111.0,84.0,4.0
8365,104.0,101.0,104.0,3.0
8366,201.0,108.0,201.0,4.0
8367,91.0,109.0,91.0,3.0
8368,384.0,122.0,384.0,4.0
8369,242.0,107.0,242.0,4.0
8371,32.0,126.0,32.0,2.0
8372,172.0,89.0,172.0,4.0
8373,108.0,111.0,108.0,4.0
8374,225.0,118.0,225.0,3.0
8375,161.0,113.0,161.0,4.0
8376,135.0,113.0,135.0,3.0
8377,187.0,94.0,187.0,4.0
8378,1075.0,116.0,1075.0,4.0
8379,248.0,105.0,248.0,4.0
8380,588.0,116.0,588.0,4.0
8381,144.0,124.0,144.0,4.0
8383,60.0,102.0,60.0,3.0
8385,125.0,105.0,125.0,4.0
8386,207.0,111.0,207.0,4.0
8387,124.0,99.0,124.0,4.0
8388,506.0,100.0,506.0,4.0
8389,272.0,101.0,272.0,4.0
8390,120.0,111.0,120.0,4.0
8391,128.0,121.0,128.0,4.0
8392,219.0,98.0,219.0,4.0
8393,130.0,117.0,130.0,3.0
8394,130.0,127.0,130.0,3.0
8395,200.0,111.0,200.0,4.0
8396,243.0,126.0,243.0,4.0
8398,1017.0,114.0,1017.0,4.0
8399,120.0,106.0,120.0,3.0
8400,90.0,114.0,90.0,4.0
8401,86.0,111.0,86.0,4.0
8402,190.0,98.0,190.0,4.0
8403,120.0,120.0,120.0,4.0
8404,216.0,112.0,216.0,4.0
8406,462.0,102.0,462.0,4.0
8407,415.0,112.0,415.0,4.0
8408,242.0,106.0,242.0,3.0
8409,148.0,112.0,148.0,4.0
8410,108.0,102.0,108.0,3.0
8411,54.0,74.0,54.0,2.0
8412,402.0,114.0,402.0,3.0
8413,153.0,116.0,153.0,4.0
8414,12.0,110.0,12.0,1.0
8415,120.0,111.0,120.0,4.0
8416,45.0,97.0,45.0,2.0
8417,152.0,98.0,152.0,4.0
8418,107.0,102.0,107.0,4.0
8419,208.0,116.0,208.0,4.0
8420,486.0,113.0,486.0,3.0
8421,108.0,111.0,108.0,4.0
8422,80.0,105.0,80.0,3.0
8423,231.0,103.0,231.0,4.0
8424,207.0,93.0,207.0,4.0
8425,102.0,104.0,102.0,3.0
8426,76.0,116.0,76.0,3.0
8428,159.0,105.0,159.0,4.0
8429,385.0,123.0,385.0,4.0
8430,300.0,107.0,300.0,4.0
8432,108.0,111.0,108.0,4.0
8433,702.0,106.0,702.0,3.0
8434,294.0,113.0,294.0,4.0
8435,63.0,57.0,63.0,2.0
8436,165.0,97.0,165.0,4.0
8437,48.0,116.0,48.0,2.0
8438,192.0,110.0,192.0,4.0
8439,216.0,108.0,216.0,4.0
8440,70.0,102.0,70.0,3.0
8441,210.0,97.0,210.0,4.0
8442,236.0,103.0,236.0,3.0
8443,378.0,102.0,378.0,3.0
8444,348.0,110.0,348.0,4.0
8445,168.0,117.0,168.0,3.0
8446,120.0,95.0,120.0,2.0
8448,105.0,118.0,105.0,4.0
8449,150.0,118.0,150.0,4.0
8450,252.0,121.0,252.0,4.0
8451,70.0,118.0,70.0,3.0
8452,345.0,110.0,345.0,4.0
8453,21.0,110.0,21.0,3.0
8454,60.0,101.0,60.0,2.0
8456,203.0,99.0,203.0,3.0
8457,184.0,101.0,184.0,3.0
8458,44.0,110.0,44.0,1.0
8459,248.0,119.0,248.0,4.0
8461,126.0,100.0,126.0,4.0
8462,216.0,103.0,216.0,3.0
8463,224.0,120.0,224.0,4.0
8464,57.0,116.0,57.0,3.0
8465,104.0,90.0,104.0,3.0
8466,110.0,101.0,110.0,4.0
8467,174.0,113.0,174.0,4.0
8471,72.0,111.0,72.0,4.0
8472,784.0,99.0,784.0,4.0
8473,224.0,109.0,224.0,4.0
8474,180.0,112.0,180.0,4.0
8475,105.0,107.0,105.0,4.0
8476,180.0,111.0,180.0,4.0
8480,714.0,108.0,714.0,4.0
8482,96.0,111.0,96.0,4.0
8483,180.0,105.0,180.0,4.0
8485,168.0,111.0,168.0,4.0
8486,117.0,119.0,117.0,3.0
8487,18.0,110.0,18.0,3.0
8491,252.0,111.0,252.0,4.0
8492,217.0,113.0,217.0,3.0
8493,288.0,116.0,288.0,4.0
8497,382.0,121.0,382.0,4.0
8499,58.0,60.0,58.0,2.0
8501,91.0,108.0,91.0,4.0
8502,150.0,114.0,150.0,4.0
8505,90.0,112.0,90.0,4.0
8507,176.0,112.0,176.0,3.0
8509,112.0,111.0,112.0,4.0
8510,117.0,126.0,117.0,4.0
8511,203.0,113.0,203.0,4.0
8514,643.0,115.0,643.0,4.0
8515,144.0,111.0,144.0,4.0
8516,280.0,100.0,280.0,4.0
8517,110.0,134.0,110.0,3.0
8518,180.0,120.0,180.0,4.0
8519,112.0,102.0,112.0,4.0
8523,152.0,105.0,152.0,4.0
8524,83.0,108.0,83.0,3.0
8526,158.0,119.0,158.0,4.0
8529,168.0,116.0,168.0,4.0
8530,90.0,112.0,90.0,4.0
8531,494.0,115.0,494.0,4.0
8532,250.0,111.0,250.0,4.0
8533,101.0,113.0,101.0,5.0
8534,249.0,116.0,249.0,4.0
8535,222.0,116.0,222.0,4.0
8536,105.0,108.0,105.0,4.0
8539,72.0,68.0,72.0,2.0
8540,502.0,112.0,502.0,3.0
8542,112.0,66.0,112.0,3.0
8543,245.0,89.0,245.0,3.0
8544,184.0,112.0,184.0,4.0
8545,493.0,118.0,493.0,3.0
8546,437.0,117.0,437.0,4.0
8548,174.0,111.0,174.0,4.0
8549,212.0,99.0,212.0,4.0
8550,326.0,114.0,326.0,4.0
8551,266.0,108.0,266.0,4.0
8552,896.0,90.0,896.0,3.0
8553,1142.0,87.0,1142.0,3.0
8554,410.0,121.0,410.0,4.0
8555,180.0,120.0,180.0,3.0
8556,84.0,111.0,84.0,4.0
8557,90.0,141.0,90.0,3.0
8558,77.0,104.0,77.0,4.0
8559,304.0,105.0,304.0,4.0
8560,96.0,99.0,96.0,4.0
8561,212.0,117.0,212.0,4.0
8562,102.0,110.0,102.0,3.0
8563,242.0,92.0,242.0,4.0
8564,178.0,113.0,178.0,4.0
8565,102.0,105.0,102.0,3.0
8566,477.0,119.0,477.0,4.0
8567,528.0,116.0,528.0,4.0
8568,32.0,110.0,32.0,2.0
8569,165.0,111.0,165.0,4.0
8570,130.0,117.0,130.0,4.0
8571,424.0,121.0,424.0,4.0
8572,177.0,114.0,177.0,4.0
8574,198.0,93.0,198.0,4.0
8575,128.0,115.0,128.0,3.0
8576,164.0,110.0,164.0,3.0
8577,282.0,109.0,282.0,4.0
8578,65.0,106.0,65.0,3.0
8579,120.0,96.0,120.0,4.0
8580,682.0,108.0,682.0,4.0
8581,180.0,99.0,180.0,4.0
8582,36.0,126.0,36.0,2.0
8583,335.0,113.0,335.0,4.0
8584,9.0,20.0,9.0,1.0
8585,382.0,117.0,382.0,4.0
8586,72.0,119.0,72.0,3.0
8587,207.0,100.0,207.0,4.0
8588,120.0,104.0,120.0,3.0
8589,112.0,97.0,112.0,4.0
8590,322.0,106.0,322.0,4.0
8591,171.0,113.0,171.0,4.0
8592,84.0,97.0,84.0,3.0
8593,165.0,101.0,165.0,3.0
8594,116.0,115.0,116.0,3.0
8595,136.0,90.0,136.0,4.0
8596,285.0,65.0,285.0,2.0
8597,88.0,121.0,88.0,4.0
8598,171.0,95.0,171.0,4.0
8599,297.0,113.0,297.0,4.0
8600,145.0,65.0,145.0,2.0
8601,369.0,113.0,369.0,4.0
8602,228.0,100.0,228.0,4.0
8603,145.0,115.0,145.0,4.0
8604,110.0,112.0,110.0,4.0
8605,63.0,119.0,63.0,3.0
8606,275.0,103.0,275.0,4.0
8607,140.0,105.0,140.0,3.0
8608,132.0,116.0,132.0,4.0
8609,96.0,121.0,96.0,4.0
8610,56.0,111.0,56.0,2.0
8611,84.0,120.0,84.0,2.0
8612,171.0,123.0,171.0,4.0
8613,113.0,115.0,113.0,3.0
8614,148.0,111.0,148.0,4.0
8615,793.0,107.0,793.0,4.0
8616,136.0,108.0,136.0,3.0
8617,324.0,123.0,324.0,4.0
8618,223.0,108.0,223.0,3.0
8619,17.0,111.0,17.0,3.0
8620,50.0,125.0,50.0,3.0
8621,96.0,122.0,96.0,3.0
8623,176.0,110.0,176.0,4.0
8624,275.0,100.0,275.0,4.0
8625,122.0,118.0,122.0,3.0
8626,220.0,121.0,220.0,3.0
8627,373.0,111.0,373.0,4.0
8628,220.0,89.0,220.0,4.0
8629,192.0,98.0,192.0,4.0
8630,640.0,115.0,640.0,4.0
8632,90.0,112.0,90.0,4.0
8633,102.0,125.0,102.0,4.0
8634,80.0,112.0,80.0,4.0
8635,189.0,112.0,189.0,4.0
8636,200.0,114.0,200.0,4.0
8637,387.0,115.0,387.0,4.0
8638,105.0,117.0,105.0,3.0
8639,102.0,105.0,102.0,3.0
8640,258.0,111.0,258.0,3.0
8641,129.0,114.0,129.0,3.0
8642,208.0,114.0,208.0,4.0
8643,96.0,97.0,96.0,4.0
8644,712.0,82.0,712.0,3.0
8645,78.0,109.0,78.0,3.0
8646,576.0,115.0,576.0,4.0
8647,152.0,115.0,152.0,2.0
8648,360.0,122.0,360.0,4.0
8649,220.0,106.0,220.0,4.0
8650,1072.0,116.0,1072.0,4.0
8651,159.0,117.0,159.0,4.0
8652,130.0,111.0,130.0,4.0
8653,8.0,104.0,8.0,2.0
8654,252.0,112.0,252.0,3.0
8655,114.0,103.0,114.0,4.0
8657,160.0,115.0,160.0,4.0
8658,72.0,100.0,72.0,3.0
8659,52.0,117.0,52.0,3.0
8660,96.0,111.0,96.0,4.0
8661,264.0,111.0,264.0,4.0
8662,184.0,122.0,184.0,3.0
8663,245.0,125.0,245.0,4.0
8664,252.0,115.0,252.0,4.0
8665,253.0,118.0,253.0,4.0
8666,40.0,128.0,40.0,1.0
8667,152.0,112.0,152.0,4.0
8668,820.0,109.0,820.0,3.0
8669,60.0,112.0,60.0,4.0
8671,165.0,114.0,165.0,4.0
8672,80.0,114.0,80.0,2.0
8673,392.0,116.0,392.0,4.0
8675,64.0,136.0,64.0,2.0
8676,262.0,107.0,262.0,4.0
8677,238.0,110.0,238.0,3.0
8678,162.0,123.0,162.0,4.0
8680,344.0,106.0,344.0,4.0
8681,300.0,98.0,300.0,3.0
8682,140.0,120.0,140.0,4.0
8683,128.0,114.0,128.0,3.0
8684,420.0,102.0,420.0,4.0
8685,940.0,112.0,940.0,4.0
8686,133.0,109.0,133.0,3.0
8687,56.0,136.0,56.0,3.0
8689,85.0,112.0,85.0,4.0
8690,162.0,120.0,162.0,4.0
8691,17.0,106.0,17.0,3.0
8693,780.0,113.0,780.0,3.0
8694,90.0,109.0,90.0,4.0
8695,70.0,112.0,70.0,4.0
8696,160.0,113.0,160.0,3.0
8697,308.0,108.0,308.0,3.0
8698,330.0,125.0,330.0,4.0
8699,90.0,100.0,90.0,3.0
8701,720.0,99.0,720.0,4.0
8703,126.0,100.0,126.0,4.0
8704,182.0,104.0,182.0,4.0
8705,70.0,112.0,70.0,4.0
8706,25.0,119.0,25.0,4.0
8708,357.0,104.0,357.0,4.0
8709,135.0,115.0,135.0,4.0
8710,98.0,95.0,98.0,3.0
8711,92.0,99.0,92.0,3.0
8712,112.0,99.0,112.0,4.0
8713,320.0,112.0,320.0,4.0
8714,13.0,108.0,13.0,4.0
8715,216.0,111.0,216.0,4.0
8717,198.0,100.0,198.0,4.0
8718,128.0,110.0,128.0,4.0
8719,300.0,110.0,300.0,4.0
8721,306.0,116.0,306.0,4.0
8723,36.0,126.0,36.0,2.0
8724,90.0,102.0,90.0,3.0
8726,128.0,110.0,128.0,4.0
8727,96.0,113.0,96.0,4.0
8730,170.0,102.0,170.0,4.0
8731,60.0,102.0,60.0,3.0
8732,216.0,103.0,216.0,4.0
8733,96.0,111.0,96.0,4.0
8735,70.0,112.0,70.0,4.0
8736,100.0,113.0,100.0,4.0
8737,209.0,106.0,209.0,4.0
8738,117.0,113.0,117.0,4.0
8739,232.0,115.0,232.0,4.0
8741,97.0,119.0,97.0,4.0
8742,168.0,111.0,168.0,4.0
8743,105.0,113.0,105.0,4.0
8744,315.0,115.0,315.0,3.0
8746,85.0,116.0,85.0,2.0
8748,22.0,138.0,22.0,1.0
8749,12.0,111.0,12.0,4.0
8750,124.0,115.0,124.0,4.0
8751,315.0,105.0,315.0,4.0
8754,106.0,107.0,106.0,4.0
8755,28.0,126.0,28.0,2.0
8756,160.0,112.0,160.0,4.0
8757,144.0,101.0,144.0,3.0
8758,171.0,97.0,171.0,3.0
8759,564.0,113.0,564.0,4.0
8760,325.0,118.0,325.0,4.0
8761,559.0,109.0,559.0,4.0
8763,44.0,115.0,44.0,2.0
8764,295.0,117.0,295.0,4.0
8766,118.0,103.0,118.0,3.0
8767,208.0,104.0,208.0,4.0
8769,319.0,121.0,319.0,4.0
8770,273.0,115.0,273.0,4.0
8771,238.0,121.0,238.0,4.0
8772,128.0,65.0,128.0,2.0
8773,138.0,113.0,138.0,4.0
8774,443.0,106.0,443.0,3.0
8775,129.0,105.0,129.0,3.0
8776,272.0,113.0,272.0,4.0
8777,219.0,122.0,219.0,4.0
8778,99.0,106.0,99.0,4.0
8779,108.0,110.0,108.0,4.0
8780,141.0,118.0,141.0,4.0
8781,690.0,114.0,690.0,4.0
8782,198.0,117.0,198.0,4.0
8783,815.0,117.0,815.0,4.0
8785,266.0,110.0,266.0,3.0
8786,216.0,110.0,216.0,3.0
8787,88.0,113.0,88.0,3.0
8788,196.0,123.0,196.0,4.0
8789,186.0,107.0,186.0,4.0
8790,189.0,113.0,189.0,4.0
8791,230.0,121.0,230.0,4.0
8792,219.0,108.0,219.0,3.0
8794,264.0,120.0,264.0,4.0
8795,91.0,111.0,91.0,3.0
8796,159.0,103.0,159.0,4.0
8797,13.0,118.0,13.0,1.0
8798,259.0,119.0,259.0,3.0
8799,336.0,117.0,336.0,3.0
8800,144.0,94.0,144.0,4.0
8801,268.0,116.0,268.0,3.0
8802,27.0,104.0,27.0,4.0
8803,101.0,104.0,101.0,3.0
8805,90.0,112.0,90.0,4.0
8806,120.0,112.0,120.0,4.0
8807,217.0,115.0,217.0,4.0
8808,144.0,122.0,144.0,4.0
8809,212.0,127.0,212.0,4.0
8810,218.0,110.0,218.0,3.0
8811,294.0,118.0,294.0,4.0
8812,148.0,113.0,148.0,4.0
8813,242.0,111.0,242.0,4.0
8814,96.0,108.0,96.0,4.0
8815,389.0,122.0,389.0,4.0
8816,150.0,110.0,150.0,3.0
8817,66.0,104.0,66.0,3.0
8818,72.0,112.0,72.0,3.0
